,Date,Airline,Number of Delays,Total Flights,Percent Delayed
2998,2018-06-21,AA,1480.0,5422.0,0.2729620066396164
2999,2018-06-21,AS,320.0,1602.0,0.19975031210986266
3000,2018-06-21,B6,412.0,1748.0,0.23569794050343248
3001,2018-06-21,DL,1260.0,5928.0,0.2125506072874494
3002,2018-06-21,EV,168.0,1108.0,0.15162454873646208
3003,2018-06-21,F9,250.0,688.0,0.3633720930232558
3004,2018-06-21,G4,206.0,768.0,0.2682291666666667
3005,2018-06-21,HA,20.0,476.0,0.04201680672268908
3006,2018-06-21,MQ,598.0,1832.0,0.32641921397379914
3007,2018-06-21,NK,246.0,1036.0,0.23745173745173745
3008,2018-06-21,OH,626.0,1636.0,0.38264058679706603
3009,2018-06-21,OO,1196.0,4742.0,0.25221425558835936
3010,2018-06-21,UA,1004.0,3870.0,0.2594315245478036
3011,2018-06-21,WN,2452.0,7996.0,0.30665332666333167
3012,2018-06-21,YV,270.0,1260.0,0.21428571428571427
3013,2018-06-21,YX,508.0,1948.0,0.26078028747433263
3014,2018-06-22,9E,290.0,1576.0,0.18401015228426396
3015,2018-06-22,AA,1438.0,5428.0,0.2649226234340457
3016,2018-06-22,AS,232.0,1608.0,0.14427860696517414
3017,2018-06-22,B6,422.0,1754.0,0.24059293044469784
3018,2018-06-22,DL,1314.0,5934.0,0.22143579373104147
3019,2018-06-22,EV,266.0,1104.0,0.24094202898550723
3020,2018-06-22,F9,322.0,698.0,0.46131805157593125
3021,2018-06-22,G4,204.0,792.0,0.25757575757575757
3022,2018-06-22,HA,56.0,508.0,0.11023622047244094
3023,2018-06-22,MQ,660.0,1832.0,0.36026200873362446
3024,2018-06-22,NK,234.0,1050.0,0.22285714285714286
3025,2018-06-22,OH,364.0,1636.0,0.22249388753056235
3026,2018-06-22,OO,1350.0,4740.0,0.2848101265822785
3027,2018-06-22,UA,1070.0,3852.0,0.2777777777777778
3028,2018-06-22,WN,2342.0,8008.0,0.29245754245754246
3029,2018-06-22,YV,262.0,1272.0,0.2059748427672956
3030,2018-06-22,YX,396.0,1954.0,0.20266120777891505
3031,2018-06-23,9E,204.0,1142.0,0.1786339754816112
3032,2018-06-23,AA,1196.0,4746.0,0.2520016856300042
3033,2018-06-23,AS,234.0,1436.0,0.16295264623955433
3034,2018-06-23,B6,516.0,1642.0,0.31425091352009743
3035,2018-06-23,DL,830.0,4542.0,0.18273888154997797
3036,2018-06-23,EV,134.0,974.0,0.1375770020533881
3037,2018-06-23,F9,282.0,674.0,0.41839762611275966
3038,2018-06-23,G4,146.0,576.0,0.2534722222222222
3039,2018-06-23,HA,60.0,484.0,0.12396694214876033
3040,2018-06-23,MQ,244.0,1436.0,0.16991643454038996
3041,2018-06-23,NK,284.0,1040.0,0.27307692307692305
3042,2018-06-23,OH,202.0,1434.0,0.14086471408647142
3043,2018-06-23,OO,590.0,3808.0,0.15493697478991597
3044,2018-06-23,UA,602.0,3312.0,0.1817632850241546
3045,2018-06-23,WN,1572.0,6968.0,0.22560275545350172
3046,2018-06-23,YV,228.0,1228.0,0.18566775244299674
3047,2018-06-23,YX,232.0,1586.0,0.14627994955863807
3048,2018-06-24,9E,308.0,1440.0,0.21388888888888888
3049,2018-06-24,AA,1536.0,5208.0,0.29493087557603687
3050,2018-06-24,AS,210.0,1572.0,0.13358778625954199
3051,2018-06-24,B6,540.0,1740.0,0.3103448275862069
3052,2018-06-24,DL,1116.0,5686.0,0.19627154414351036
3053,2018-06-24,EV,152.0,1088.0,0.13970588235294118
3054,2018-06-24,F9,322.0,686.0,0.46938775510204084
3055,2018-06-24,G4,186.0,772.0,0.24093264248704663
3056,2018-06-24,HA,42.0,496.0,0.0846774193548387
3057,2018-06-24,MQ,388.0,1792.0,0.21651785714285715
3058,2018-06-24,NK,246.0,1038.0,0.23699421965317918
3059,2018-06-24,OH,362.0,1602.0,0.22596754057428214
3060,2018-06-24,OO,770.0,4538.0,0.16967827236668137
3061,2018-06-24,UA,910.0,3664.0,0.24836244541484717
3062,2018-06-24,WN,2084.0,7754.0,0.26876450864070156
3063,2018-06-24,YV,256.0,1256.0,0.20382165605095542
3064,2018-06-24,YX,300.0,1832.0,0.16375545851528384
3065,2018-06-25,9E,570.0,1580.0,0.36075949367088606
3066,2018-06-25,AA,1336.0,5430.0,0.24604051565377533
3067,2018-06-25,AS,310.0,1602.0,0.19350811485642946
3068,2018-06-25,B6,546.0,1740.0,0.3137931034482759
3069,2018-06-25,DL,1960.0,5936.0,0.330188679245283
3070,2018-06-25,EV,348.0,1106.0,0.31464737793851716
3071,2018-06-25,F9,260.0,686.0,0.37900874635568516
3072,2018-06-25,G4,210.0,774.0,0.2713178294573643
3073,2018-06-25,HA,14.0,476.0,0.029411764705882353
3074,2018-06-25,MQ,332.0,1828.0,0.18161925601750548
3075,2018-06-25,NK,264.0,1050.0,0.25142857142857145
3076,2018-06-25,OH,310.0,1632.0,0.18995098039215685
3077,2018-06-25,OO,1042.0,4750.0,0.21936842105263157
3078,2018-06-25,UA,1094.0,3870.0,0.28268733850129196
3079,2018-06-25,WN,1728.0,7992.0,0.21621621621621623
3080,2018-06-25,YV,282.0,1264.0,0.2231012658227848
3081,2018-06-25,YX,426.0,1942.0,0.21936148300720906
3082,2018-06-26,9E,294.0,1572.0,0.18702290076335878
3083,2018-06-26,AA,1428.0,5350.0,0.26691588785046727
3084,2018-06-26,AS,190.0,1552.0,0.12242268041237113
3085,2018-06-26,B6,388.0,1716.0,0.2261072261072261
3086,2018-06-26,DL,1792.0,5836.0,0.30705962988348184
3087,2018-06-26,EV,212.0,1104.0,0.19202898550724637
3088,2018-06-26,F9,276.0,670.0,0.41194029850746267
3089,2018-06-26,G4,140.0,408.0,0.3431372549019608
3090,2018-06-26,HA,14.0,480.0,0.029166666666666667
3091,2018-06-26,MQ,410.0,1812.0,0.22626931567328917
3092,2018-06-26,NK,212.0,1020.0,0.20784313725490197
3093,2018-06-26,OH,600.0,1624.0,0.3694581280788177
3094,2018-06-26,OO,932.0,4722.0,0.1973739940703092
3095,2018-06-26,UA,1132.0,3844.0,0.29448491155046824
3096,2018-06-26,WN,2436.0,7996.0,0.3046523261630815
3097,2018-06-26,YV,148.0,1256.0,0.1178343949044586
3098,2018-06-26,YX,374.0,1946.0,0.19218910585817062
3099,2018-06-27,9E,320.0,1580.0,0.20253164556962025
3100,2018-06-27,AA,1260.0,5382.0,0.23411371237458195
3101,2018-06-27,AS,190.0,1574.0,0.1207115628970775
3102,2018-06-27,B6,512.0,1740.0,0.2942528735632184
3103,2018-06-27,DL,1236.0,5866.0,0.21070576201841118
3104,2018-06-27,EV,234.0,1104.0,0.21195652173913043
3105,2018-06-27,F9,220.0,668.0,0.32934131736526945
3106,2018-06-27,G4,170.0,596.0,0.28523489932885904
3107,2018-06-27,HA,26.0,482.0,0.05394190871369295
3108,2018-06-27,MQ,340.0,1808.0,0.18805309734513273
3109,2018-06-27,NK,232.0,1038.0,0.22350674373795762
3110,2018-06-27,OH,420.0,1636.0,0.2567237163814181
3111,2018-06-27,OO,770.0,4738.0,0.16251582946390883
3112,2018-06-27,UA,794.0,3852.0,0.20612668743509865
3113,2018-06-27,WN,1864.0,7996.0,0.23311655827913957
3114,2018-06-27,YV,138.0,1258.0,0.10969793322734499
3115,2018-06-27,YX,286.0,1942.0,0.14727085478887744
3116,2018-06-28,9E,660.0,1568.0,0.42091836734693877
3117,2018-06-28,AA,1340.0,5422.0,0.24714127628181484
3118,2018-06-28,AS,222.0,1608.0,0.13805970149253732
3119,2018-06-28,B6,920.0,1770.0,0.519774011299435
3120,2018-06-28,DL,2506.0,5938.0,0.4220276187268441
3121,2018-06-28,EV,316.0,1110.0,0.28468468468468466
3122,2018-06-28,F9,306.0,688.0,0.44476744186046513
3123,2018-06-28,G4,258.0,770.0,0.33506493506493507
3124,2018-06-28,HA,18.0,480.0,0.0375
3125,2018-06-28,MQ,430.0,1832.0,0.23471615720524017
3126,2018-06-28,NK,266.0,1036.0,0.25675675675675674
3127,2018-06-28,OH,412.0,1636.0,0.25183374083129584
3128,2018-06-28,OO,872.0,4750.0,0.18357894736842106
3129,2018-06-28,UA,1016.0,3856.0,0.26348547717842324
3130,2018-06-28,WN,2378.0,7996.0,0.29739869934967483
3131,2018-06-28,YV,166.0,1268.0,0.1309148264984227
3132,2018-06-28,YX,654.0,1944.0,0.33641975308641975
3133,2018-06-29,9E,352.0,1568.0,0.22448979591836735
3134,2018-06-29,AA,1110.0,5428.0,0.2044952100221076
3135,2018-06-29,AS,164.0,1602.0,0.10237203495630462
3136,2018-06-29,B6,580.0,1770.0,0.327683615819209
3137,2018-06-29,DL,1188.0,5958.0,0.19939577039274925
3138,2018-06-29,EV,198.0,1154.0,0.17157712305025996
3139,2018-06-29,F9,272.0,698.0,0.38968481375358166
3140,2018-06-29,G4,238.0,794.0,0.29974811083123426
3141,2018-06-29,HA,40.0,512.0,0.078125
3142,2018-06-29,MQ,324.0,1832.0,0.17685589519650655
3143,2018-06-29,NK,216.0,1050.0,0.2057142857142857
3144,2018-06-29,OH,284.0,1636.0,0.17359413202933985
3145,2018-06-29,OO,694.0,4742.0,0.14635175031632222
3146,2018-06-29,UA,690.0,3862.0,0.17866390471258414
3147,2018-06-29,WN,1580.0,8004.0,0.19740129935032483
3148,2018-06-29,YV,144.0,1278.0,0.11267605633802817
3149,2018-06-29,YX,360.0,1924.0,0.18711018711018712
3150,2018-06-30,9E,138.0,1188.0,0.11616161616161616
3151,2018-06-30,AA,944.0,4738.0,0.19924018573237653
3152,2018-06-30,AS,190.0,1426.0,0.1332398316970547
3153,2018-06-30,B6,370.0,1676.0,0.220763723150358
3154,2018-06-30,DL,590.0,4992.0,0.11818910256410256
3155,2018-06-30,EV,76.0,1032.0,0.07364341085271318
3156,2018-06-30,F9,302.0,670.0,0.4507462686567164
3157,2018-06-30,G4,234.0,592.0,0.3952702702702703
3158,2018-06-30,HA,28.0,488.0,0.05737704918032787
3159,2018-06-30,MQ,168.0,1436.0,0.116991643454039
3160,2018-06-30,NK,162.0,1036.0,0.15637065637065636
3161,2018-06-30,OH,224.0,1434.0,0.15620641562064155
3162,2018-06-30,OO,498.0,3956.0,0.12588473205257836
3163,2018-06-30,UA,652.0,3328.0,0.19591346153846154
3164,2018-06-30,WN,1834.0,6976.0,0.262901376146789
3165,2018-06-30,YV,116.0,1240.0,0.0935483870967742
3166,2018-06-30,YX,156.0,1546.0,0.10090556274256145
3167,2018-08-01,9E,278.0,789.0,0.3523447401774398
3168,2018-08-01,AA,767.0,2707.0,0.2833394902105652
3169,2018-08-01,AS,154.0,786.0,0.19592875318066158
3170,2018-08-01,B6,313.0,866.0,0.36143187066974597
3171,2018-08-01,DL,895.0,3010.0,0.2973421926910299
3172,2018-08-01,EV,146.0,556.0,0.26258992805755393
3173,2018-08-01,F9,86.0,336.0,0.25595238095238093
3174,2018-08-01,G4,51.0,256.0,0.19921875
3175,2018-08-01,HA,9.0,240.0,0.0375
3176,2018-08-01,MQ,222.0,888.0,0.25
3177,2018-08-01,NK,127.0,519.0,0.24470134874759153
3178,2018-08-01,OH,301.0,822.0,0.3661800486618005
3179,2018-08-01,OO,523.0,2381.0,0.21965560688786223
3180,2018-08-01,UA,450.0,1924.0,0.2338877338877339
3181,2018-08-01,WN,1052.0,4006.0,0.26260609086370446
3182,2018-08-01,YV,152.0,651.0,0.23348694316436253
3183,2018-08-01,YX,276.0,947.0,0.2914466737064414
3184,2018-08-02,9E,234.0,785.0,0.2980891719745223
3185,2018-08-02,AA,963.0,2729.0,0.3528765115426896
3186,2018-08-02,AS,279.0,793.0,0.35182849936948296
3187,2018-08-02,B6,362.0,873.0,0.4146620847651776
3188,2018-08-02,DL,876.0,3034.0,0.2887277521423863
3189,2018-08-02,EV,104.0,556.0,0.18705035971223022
3190,2018-08-02,F9,149.0,347.0,0.42939481268011526
3191,2018-08-02,G4,92.0,378.0,0.24338624338624337
3192,2018-08-02,HA,12.0,242.0,0.049586776859504134
3193,2018-08-02,MQ,213.0,896.0,0.23772321428571427
3194,2018-08-02,NK,156.0,518.0,0.30115830115830117
3195,2018-08-02,OH,345.0,822.0,0.4197080291970803
3196,2018-08-02,OO,492.0,2414.0,0.20381110190555096
3197,2018-08-02,UA,600.0,1929.0,0.3110419906687403
3198,2018-08-02,WN,1419.0,4006.0,0.35421867199201196
3199,2018-08-02,YV,146.0,653.0,0.22358346094946402
3200,2018-08-02,YX,213.0,952.0,0.22373949579831934
3201,2018-08-03,9E,183.0,787.0,0.23252858958068615
3202,2018-08-03,AA,976.0,2733.0,0.3571167215514087
3203,2018-08-03,AS,226.0,796.0,0.28391959798994976
3204,2018-08-03,B6,396.0,875.0,0.45257142857142857
3205,2018-08-03,DL,1015.0,3035.0,0.3344316309719934
3206,2018-08-03,EV,75.0,559.0,0.13416815742397137
3207,2018-08-03,F9,159.0,353.0,0.45042492917847027
3208,2018-08-03,G4,79.0,388.0,0.2036082474226804
3209,2018-08-03,HA,19.0,254.0,0.07480314960629922
3210,2018-08-03,MQ,123.0,896.0,0.13727678571428573
3211,2018-08-03,NK,153.0,524.0,0.2919847328244275
3212,2018-08-03,OH,359.0,822.0,0.4367396593673966
3213,2018-08-03,OO,642.0,2418.0,0.2655086848635236
3214,2018-08-03,UA,606.0,1925.0,0.3148051948051948
3215,2018-08-03,WN,1292.0,4012.0,0.3220338983050847
3216,2018-08-03,YV,141.0,655.0,0.2152671755725191
3217,2018-08-03,YX,206.0,958.0,0.2150313152400835
3218,2018-08-04,9E,119.0,538.0,0.2211895910780669
3219,2018-08-04,AA,702.0,2371.0,0.2960776043863349
3220,2018-08-04,AS,97.0,714.0,0.13585434173669467
3221,2018-08-04,B6,369.0,825.0,0.44727272727272727
3222,2018-08-04,DL,362.0,2371.0,0.15267819485449177
3223,2018-08-04,EV,81.0,504.0,0.16071428571428573
3224,2018-08-04,F9,112.0,338.0,0.33136094674556216
3225,2018-08-04,G4,74.0,258.0,0.2868217054263566
3226,2018-08-04,HA,8.0,245.0,0.0326530612244898
3227,2018-08-04,MQ,110.0,701.0,0.15691868758915833
3228,2018-08-04,NK,96.0,520.0,0.18461538461538463
3229,2018-08-04,OH,155.0,710.0,0.21830985915492956
3230,2018-08-04,OO,369.0,1963.0,0.1879775853285787
3231,2018-08-04,UA,461.0,1665.0,0.2768768768768769
3232,2018-08-04,WN,793.0,3496.0,0.22683066361556065
3233,2018-08-04,YV,101.0,629.0,0.16057233704292528
3234,2018-08-04,YX,108.0,761.0,0.14191852825229961
3235,2018-08-05,9E,40.0,725.0,0.05517241379310345
3236,2018-08-05,AA,508.0,2596.0,0.19568567026194145
3237,2018-08-05,AS,95.0,773.0,0.12289780077619664
3238,2018-08-05,B6,210.0,868.0,0.24193548387096775
3239,2018-08-05,DL,366.0,2921.0,0.12529955494693598
3240,2018-08-05,EV,53.0,561.0,0.0944741532976827
3241,2018-08-05,F9,108.0,347.0,0.3112391930835735
3242,2018-08-05,G4,61.0,382.0,0.15968586387434555
3243,2018-08-05,HA,33.0,252.0,0.13095238095238096
3244,2018-08-05,MQ,86.0,866.0,0.09930715935334873
3245,2018-08-05,NK,64.0,519.0,0.1233140655105973
3246,2018-08-05,OH,167.0,797.0,0.2095357590966123
3247,2018-08-05,OO,455.0,2317.0,0.19637462235649547
3248,2018-08-05,UA,272.0,1822.0,0.14928649835345773
3249,2018-08-05,WN,873.0,3896.0,0.22407597535934293
3250,2018-08-05,YV,105.0,648.0,0.16203703703703703
3251,2018-08-05,YX,81.0,901.0,0.08990011098779134
3252,2018-08-06,9E,155.0,782.0,0.19820971867007672
3253,2018-08-06,AA,665.0,2709.0,0.2454780361757106
3254,2018-08-06,AS,92.0,790.0,0.11645569620253164
3255,2018-08-06,B6,197.0,874.0,0.22540045766590389
3256,2018-08-06,DL,347.0,3038.0,0.1142198815009875
3257,2018-08-06,EV,106.0,556.0,0.1906474820143885
3258,2018-08-06,F9,107.0,349.0,0.30659025787965616
3259,2018-08-06,G4,61.0,386.0,0.15803108808290156
3260,2018-08-06,HA,18.0,244.0,0.07377049180327869
3261,2018-08-06,MQ,290.0,884.0,0.32805429864253394
3262,2018-08-06,NK,105.0,524.0,0.20038167938931298
3263,2018-08-06,OH,250.0,812.0,0.3078817733990148
3264,2018-08-06,OO,606.0,2411.0,0.2513479883865616
3265,2018-08-06,UA,422.0,1935.0,0.21808785529715763
3266,2018-08-06,WN,969.0,4005.0,0.24194756554307117
3267,2018-08-06,YV,151.0,655.0,0.23053435114503817
3268,2018-08-06,YX,189.0,953.0,0.19832109129066108
3269,2018-08-07,9E,194.0,787.0,0.24650571791613723
3270,2018-08-07,AA,674.0,2630.0,0.25627376425855514
3271,2018-08-07,AS,135.0,773.0,0.17464424320827943
3272,2018-08-07,B6,265.0,867.0,0.30565167243367936
3273,2018-08-07,DL,683.0,3013.0,0.22668436773979422
3274,2018-08-07,EV,100.0,558.0,0.17921146953405018
3275,2018-08-07,F9,157.0,336.0,0.46726190476190477
3276,2018-08-07,G4,23.0,140.0,0.16428571428571428
3277,2018-08-07,HA,9.0,244.0,0.036885245901639344
3278,2018-08-07,MQ,190.0,876.0,0.21689497716894976
3279,2018-08-07,NK,122.0,509.0,0.23968565815324164
3280,2018-08-07,OH,224.0,806.0,0.27791563275434245
3281,2018-08-07,OO,584.0,2386.0,0.24476110645431684
3282,2018-08-07,UA,578.0,1922.0,0.3007284079084287
3283,2018-08-07,WN,1011.0,3794.0,0.26647337901950446
3284,2018-08-07,YV,167.0,644.0,0.2593167701863354
3285,2018-08-07,YX,182.0,951.0,0.19137749737118823
3286,2018-08-08,9E,216.0,790.0,0.27341772151898736
3287,2018-08-08,AA,708.0,2652.0,0.2669683257918552
3288,2018-08-08,AS,215.0,787.0,0.2731893265565438
3289,2018-08-08,B6,350.0,866.0,0.40415704387990764
3290,2018-08-08,DL,948.0,3015.0,0.3144278606965174
3291,2018-08-08,EV,155.0,560.0,0.2767857142857143
3292,2018-08-08,F9,142.0,336.0,0.4226190476190476
3293,2018-08-08,G4,44.0,230.0,0.19130434782608696
3294,2018-08-08,HA,15.0,242.0,0.06198347107438017
3295,2018-08-08,MQ,177.0,876.0,0.20205479452054795
3296,2018-08-08,NK,119.0,519.0,0.22928709055876687
3297,2018-08-08,OH,290.0,812.0,0.35714285714285715
3298,2018-08-08,OO,584.0,2392.0,0.24414715719063546
3299,2018-08-08,UA,713.0,1915.0,0.3723237597911227
3300,2018-08-08,WN,1285.0,3798.0,0.3383359662980516
3301,2018-08-08,YV,161.0,646.0,0.24922600619195046
3302,2018-08-08,YX,264.0,946.0,0.27906976744186046
3303,2018-08-09,9E,190.0,786.0,0.24173027989821882
3304,2018-08-09,AA,807.0,2703.0,0.2985571587125416
3305,2018-08-09,AS,112.0,791.0,0.1415929203539823
3306,2018-08-09,B6,286.0,873.0,0.32760595647193586
3307,2018-08-09,DL,1058.0,3033.0,0.34882954170788
3308,2018-08-09,EV,195.0,559.0,0.3488372093023256
3309,2018-08-09,F9,134.0,347.0,0.3861671469740634
3310,2018-08-09,G4,64.0,370.0,0.17297297297297298
3311,2018-08-09,HA,25.0,244.0,0.10245901639344263
3312,2018-08-09,MQ,199.0,886.0,0.22460496613995484
3313,2018-08-09,NK,110.0,518.0,0.21235521235521235
3314,2018-08-09,OH,196.0,812.0,0.2413793103448276
3315,2018-08-09,OO,511.0,2429.0,0.21037463976945245
3316,2018-08-09,UA,614.0,1929.0,0.31829963711767756
3317,2018-08-09,WN,1349.0,3810.0,0.35406824146981625
3318,2018-08-09,YV,159.0,660.0,0.2409090909090909
3319,2018-08-09,YX,154.0,951.0,0.1619348054679285
3320,2018-08-10,9E,136.0,787.0,0.17280813214739518
3321,2018-08-10,AA,702.0,2716.0,0.25846833578792344
3322,2018-08-10,AS,115.0,793.0,0.1450189155107188
3323,2018-08-10,B6,253.0,875.0,0.28914285714285715
3324,2018-08-10,DL,691.0,3029.0,0.22812809508088477
3325,2018-08-10,EV,141.0,563.0,0.25044404973357015
3326,2018-08-10,F9,117.0,353.0,0.3314447592067989
3327,2018-08-10,G4,94.0,384.0,0.24479166666666666
3328,2018-08-10,HA,20.0,252.0,0.07936507936507936
3329,2018-08-10,MQ,207.0,886.0,0.23363431151241534
3330,2018-08-10,NK,142.0,525.0,0.2704761904761905
3331,2018-08-10,OH,171.0,812.0,0.2105911330049261
3332,2018-08-10,OO,471.0,2435.0,0.19342915811088296
3333,2018-08-10,UA,432.0,1923.0,0.22464898595943839
3334,2018-08-10,WN,1109.0,3821.0,0.29023815755037946
3335,2018-08-10,YV,193.0,660.0,0.2924242424242424
3336,2018-08-10,YX,165.0,958.0,0.1722338204592902
3337,2018-08-11,9E,186.0,543.0,0.3425414364640884
3338,2018-08-11,AA,736.0,2331.0,0.3157443157443157
3339,2018-08-11,AS,191.0,714.0,0.26750700280112044
3340,2018-08-11,B6,340.0,825.0,0.4121212121212121
3341,2018-08-11,DL,493.0,2364.0,0.20854483925549916
3342,2018-08-11,EV,171.0,507.0,0.33727810650887574
3343,2018-08-11,F9,186.0,346.0,0.5375722543352601
3344,2018-08-11,G4,61.0,234.0,0.2606837606837607
3345,2018-08-11,HA,6.0,242.0,0.024793388429752067
3346,2018-08-11,MQ,124.0,686.0,0.18075801749271136
3347,2018-08-11,NK,169.0,519.0,0.325626204238921
3348,2018-08-11,OH,179.0,704.0,0.25426136363636365
3349,2018-08-11,OO,345.0,1974.0,0.17477203647416414
3350,2018-08-11,UA,724.0,1662.0,0.43561973525872444
3351,2018-08-11,WN,887.0,2979.0,0.29775092312856666
3352,2018-08-11,YV,152.0,631.0,0.24088748019017434
3353,2018-08-11,YX,230.0,763.0,0.30144167758846657
3354,2018-08-12,9E,222.0,729.0,0.3045267489711934
3355,2018-08-12,AA,935.0,2593.0,0.36058619359814886
3356,2018-08-12,AS,128.0,772.0,0.16580310880829016
3357,2018-08-12,B6,418.0,868.0,0.4815668202764977
3358,2018-08-12,DL,504.0,2904.0,0.17355371900826447
3359,2018-08-12,EV,152.0,559.0,0.27191413237924866
3360,2018-08-12,F9,160.0,353.0,0.45325779036827196
3361,2018-08-12,G4,101.0,374.0,0.2700534759358289
3362,2018-08-12,HA,10.0,250.0,0.04
3363,2018-08-12,MQ,284.0,866.0,0.3279445727482679
3364,2018-08-12,NK,168.0,518.0,0.32432432432432434
3365,2018-08-12,OH,208.0,796.0,0.2613065326633166
3366,2018-08-12,OO,382.0,2328.0,0.1640893470790378
3367,2018-08-12,UA,552.0,1827.0,0.3021346469622332
3368,2018-08-12,WN,1058.0,3622.0,0.2921038100496963
3369,2018-08-12,YV,221.0,648.0,0.3410493827160494
3370,2018-08-12,YX,243.0,902.0,0.26940133037694014
3371,2018-08-13,9E,273.0,780.0,0.35
3372,2018-08-13,AA,1114.0,2708.0,0.4113737075332349
3373,2018-08-13,AS,187.0,791.0,0.23640960809102401
3374,2018-08-13,B6,449.0,874.0,0.5137299771167048
3375,2018-08-13,DL,761.0,2958.0,0.2572684246112238
3376,2018-08-13,EV,163.0,565.0,0.2884955752212389
3377,2018-08-13,F9,143.0,353.0,0.40509915014164305
3378,2018-08-13,G4,67.0,382.0,0.17539267015706805
3379,2018-08-13,HA,22.0,242.0,0.09090909090909091
3380,2018-08-13,MQ,328.0,884.0,0.37104072398190047
3381,2018-08-13,NK,232.0,527.0,0.44022770398481975
3382,2018-08-13,OH,234.0,812.0,0.2881773399014778
3383,2018-08-13,OO,438.0,2417.0,0.1812163839470418
3384,2018-08-13,UA,709.0,1936.0,0.3662190082644628
3385,2018-08-13,WN,1101.0,3797.0,0.28996576244403477
3386,2018-08-13,YV,231.0,655.0,0.3526717557251908
3387,2018-08-13,YX,368.0,949.0,0.38777660695468913
3388,2018-08-14,9E,203.0,782.0,0.2595907928388747
3389,2018-08-14,AA,769.0,2632.0,0.29217325227963525
3390,2018-08-14,AS,166.0,771.0,0.21530479896238652
3391,2018-08-14,B6,461.0,862.0,0.5348027842227379
3392,2018-08-14,DL,606.0,2931.0,0.2067553735926305
3393,2018-08-14,EV,108.0,560.0,0.19285714285714287
3394,2018-08-14,F9,130.0,327.0,0.39755351681957185
3395,2018-08-14,G4,22.0,122.0,0.18032786885245902
3396,2018-08-14,HA,20.0,244.0,0.08196721311475409
3397,2018-08-14,MQ,139.0,876.0,0.158675799086758
3398,2018-08-14,NK,422.0,510.0,0.8274509803921568
3399,2018-08-14,OH,177.0,806.0,0.2196029776674938
3400,2018-08-14,OO,519.0,2391.0,0.21706398996235884
3401,2018-08-14,UA,668.0,1920.0,0.34791666666666665
3402,2018-08-14,WN,810.0,3808.0,0.21271008403361344
3403,2018-08-14,YV,137.0,644.0,0.2127329192546584
3404,2018-08-14,YX,163.0,950.0,0.17157894736842105
3405,2018-08-15,9E,219.0,777.0,0.28185328185328185
3406,2018-08-15,AA,491.0,2653.0,0.185073501696193
3407,2018-08-15,AS,193.0,789.0,0.24461343472750316
3408,2018-08-15,B6,289.0,858.0,0.3368298368298368
3409,2018-08-15,DL,373.0,2944.0,0.12669836956521738
3410,2018-08-15,EV,105.0,564.0,0.18617021276595744
3411,2018-08-15,F9,127.0,339.0,0.3746312684365782
3412,2018-08-15,G4,27.0,142.0,0.19014084507042253
3413,2018-08-15,HA,6.0,240.0,0.025
3414,2018-08-15,MQ,165.0,876.0,0.18835616438356165
3415,2018-08-15,NK,173.0,519.0,0.3333333333333333
3416,2018-08-15,OH,108.0,812.0,0.1330049261083744
3417,2018-08-15,OO,528.0,2399.0,0.22009170487703208
3418,2018-08-15,UA,501.0,1921.0,0.260801665799063
3419,2018-08-15,WN,661.0,3808.0,0.17358193277310924
3420,2018-08-15,YV,55.0,644.0,0.08540372670807453
3421,2018-08-15,YX,110.0,944.0,0.11652542372881355
3422,2018-08-16,9E,116.0,788.0,0.14720812182741116
3423,2018-08-16,AA,504.0,2705.0,0.18632162661737522
3424,2018-08-16,AS,201.0,795.0,0.2528301886792453
3425,2018-08-16,B6,183.0,869.0,0.21058688147295743
3426,2018-08-16,DL,347.0,2966.0,0.1169925826028321
3427,2018-08-16,EV,128.0,560.0,0.22857142857142856
3428,2018-08-16,F9,119.0,348.0,0.34195402298850575
3429,2018-08-16,G4,72.0,322.0,0.2236024844720497
3430,2018-08-16,HA,28.0,242.0,0.11570247933884298
3431,2018-08-16,MQ,163.0,886.0,0.18397291196388263
3432,2018-08-16,NK,63.0,518.0,0.12162162162162163
3433,2018-08-16,OH,174.0,812.0,0.21428571428571427
3434,2018-08-16,OO,414.0,2409.0,0.1718555417185554
3435,2018-08-16,UA,481.0,1932.0,0.2489648033126294
3436,2018-08-16,WN,667.0,3808.0,0.17515756302521007
3437,2018-08-16,YV,104.0,657.0,0.1582952815829528
3438,2018-08-16,YX,109.0,949.0,0.1148577449947313
3439,2018-08-17,9E,181.0,787.0,0.22998729351969505
3440,2018-08-17,AA,659.0,2714.0,0.24281503316138542
3441,2018-08-17,AS,179.0,795.0,0.22515723270440252
3442,2018-08-17,B6,313.0,871.0,0.3593570608495982
3443,2018-08-17,DL,436.0,2966.0,0.14699932569116655
3444,2018-08-17,EV,133.0,566.0,0.23498233215547704
3445,2018-08-17,F9,153.0,357.0,0.42857142857142855
3446,2018-08-17,G4,65.0,302.0,0.2152317880794702
3447,2018-08-17,HA,17.0,251.0,0.06772908366533864
3448,2018-08-17,MQ,177.0,886.0,0.19977426636568849
3449,2018-08-17,NK,107.0,525.0,0.2038095238095238
3450,2018-08-17,OH,181.0,812.0,0.2229064039408867
3451,2018-08-17,OO,612.0,2408.0,0.2541528239202658
3452,2018-08-17,UA,427.0,1925.0,0.22181818181818183
3453,2018-08-17,WN,948.0,3821.0,0.24810259094477885
3454,2018-08-17,YV,136.0,659.0,0.20637329286798178
