,Date,Airline,Number of Delays,Total Flights,Percent Delayed
1211,2018-03-09,EV,135.0,699.0,0.19313304721030042
1212,2018-03-09,F9,58.0,309.0,0.18770226537216828
1213,2018-03-09,G4,37.0,342.0,0.10818713450292397
1214,2018-03-09,HA,25.0,226.0,0.11061946902654868
1215,2018-03-09,MQ,57.0,806.0,0.0707196029776675
1216,2018-03-09,NK,74.0,476.0,0.15546218487394958
1217,2018-03-09,OH,125.0,771.0,0.1621271076523995
1218,2018-03-09,OO,220.0,2188.0,0.10054844606946983
1219,2018-03-09,UA,172.0,1663.0,0.10342754058929646
1220,2018-03-09,VX,24.0,201.0,0.11940298507462686
1221,2018-03-09,WN,961.0,3909.0,0.2458429265796879
1222,2018-03-09,YV,21.0,536.0,0.03917910447761194
1223,2018-03-09,YX,97.0,911.0,0.10647639956092206
1224,2018-03-10,9E,52.0,464.0,0.11206896551724138
1225,2018-03-10,AA,254.0,2231.0,0.11385029134917078
1226,2018-03-10,AS,21.0,469.0,0.04477611940298507
1227,2018-03-10,B6,220.0,774.0,0.2842377260981912
1228,2018-03-10,DL,175.0,2147.0,0.0815090824406148
1229,2018-03-10,EV,57.0,581.0,0.0981067125645439
1230,2018-03-10,F9,85.0,300.0,0.2833333333333333
1231,2018-03-10,G4,111.0,264.0,0.42045454545454547
1232,2018-03-10,HA,15.0,212.0,0.07075471698113207
1233,2018-03-10,MQ,36.0,574.0,0.0627177700348432
1234,2018-03-10,NK,58.0,474.0,0.12236286919831224
1235,2018-03-10,OH,78.0,665.0,0.11729323308270677
1236,2018-03-10,OO,145.0,1787.0,0.08114157806379407
1237,2018-03-10,UA,146.0,1411.0,0.1034727143869596
1238,2018-03-10,VX,25.0,175.0,0.14285714285714285
1239,2018-03-10,WN,1005.0,3468.0,0.2897923875432526
1240,2018-03-10,YV,36.0,477.0,0.07547169811320754
1241,2018-03-10,YX,55.0,707.0,0.07779349363507779
1242,2018-03-11,9E,119.0,677.0,0.1757754800590842
1243,2018-03-11,AA,328.0,2533.0,0.12949072246348203
1244,2018-03-11,AS,45.0,500.0,0.09
1245,2018-03-11,B6,269.0,847.0,0.31759149940968123
1246,2018-03-11,DL,327.0,2656.0,0.12311746987951808
1247,2018-03-11,EV,96.0,676.0,0.14201183431952663
1248,2018-03-11,F9,71.0,300.0,0.23666666666666666
1249,2018-03-11,G4,86.0,344.0,0.25
1250,2018-03-11,HA,25.0,235.0,0.10638297872340426
1251,2018-03-11,MQ,98.0,798.0,0.12280701754385964
1252,2018-03-11,NK,48.0,471.0,0.10191082802547771
1253,2018-03-11,OH,170.0,751.0,0.22636484687083888
1254,2018-03-11,OO,336.0,2100.0,0.16
1255,2018-03-11,UA,222.0,1591.0,0.13953488372093023
1256,2018-03-11,VX,103.0,221.0,0.4660633484162896
1257,2018-03-11,WN,928.0,3799.0,0.24427480916030533
1258,2018-03-11,YV,76.0,542.0,0.14022140221402213
1259,2018-03-11,YX,104.0,844.0,0.12322274881516587
1260,2018-03-12,9E,141.0,751.0,0.1877496671105193
1261,2018-03-12,AA,351.0,2584.0,0.13583591331269348
1262,2018-03-12,AS,46.0,540.0,0.08518518518518518
1263,2018-03-12,B6,249.0,883.0,0.28199320498301245
1264,2018-03-12,DL,363.0,2781.0,0.13052858683926646
1265,2018-03-12,EV,70.0,706.0,0.09915014164305949
1266,2018-03-12,F9,32.0,307.0,0.10423452768729642
1267,2018-03-12,G4,49.0,338.0,0.14497041420118342
1268,2018-03-12,HA,6.0,220.0,0.02727272727272727
1269,2018-03-12,MQ,114.0,806.0,0.141439205955335
1270,2018-03-12,NK,43.0,477.0,0.09014675052410902
1271,2018-03-12,OH,223.0,773.0,0.2884864165588616
1272,2018-03-12,OO,271.0,2171.0,0.12482726853984338
1273,2018-03-12,UA,163.0,1694.0,0.09622195985832349
1274,2018-03-12,VX,28.0,223.0,0.12556053811659193
1275,2018-03-12,WN,752.0,3907.0,0.19247504479140004
1276,2018-03-12,YV,50.0,531.0,0.09416195856873823
1277,2018-03-12,YX,114.0,913.0,0.1248630887185104
1278,2018-03-13,9E,100.0,727.0,0.1375515818431912
1279,2018-03-13,AA,322.0,2544.0,0.12657232704402516
1280,2018-03-13,AS,44.0,511.0,0.08610567514677103
1281,2018-03-13,B6,181.0,871.0,0.20780711825487944
1282,2018-03-13,DL,218.0,2661.0,0.08192408868846299
1283,2018-03-13,EV,111.0,700.0,0.15857142857142856
1284,2018-03-13,F9,58.0,293.0,0.19795221843003413
1285,2018-03-13,G4,41.0,201.0,0.20398009950248755
1286,2018-03-13,HA,12.0,218.0,0.05504587155963303
1287,2018-03-13,MQ,171.0,795.0,0.21509433962264152
1288,2018-03-13,NK,59.0,474.0,0.12447257383966245
1289,2018-03-13,OH,115.0,773.0,0.14877102199223805
1290,2018-03-13,OO,391.0,2146.0,0.18219944082013048
1291,2018-03-13,UA,272.0,1684.0,0.16152019002375298
1292,2018-03-13,VX,43.0,221.0,0.19457013574660634
1293,2018-03-13,WN,580.0,3907.0,0.148451497312516
1294,2018-03-13,YV,41.0,527.0,0.0777988614800759
1295,2018-03-13,YX,143.0,908.0,0.15748898678414097
1296,2018-03-14,9E,110.0,735.0,0.14965986394557823
1297,2018-03-14,AA,416.0,2572.0,0.16174183514774496
1298,2018-03-14,AS,43.0,524.0,0.08206106870229007
1299,2018-03-14,B6,331.0,870.0,0.38045977011494253
1300,2018-03-14,DL,298.0,2704.0,0.11020710059171597
1301,2018-03-14,EV,90.0,710.0,0.1267605633802817
1302,2018-03-14,F9,35.0,299.0,0.11705685618729098
1303,2018-03-14,G4,73.0,272.0,0.26838235294117646
1304,2018-03-14,HA,17.0,220.0,0.07727272727272727
1305,2018-03-14,MQ,114.0,801.0,0.14232209737827714
1306,2018-03-14,NK,42.0,477.0,0.0880503144654088
1307,2018-03-14,OH,227.0,773.0,0.2936610608020699
1308,2018-03-14,OO,384.0,2163.0,0.17753120665742025
1309,2018-03-14,UA,256.0,1685.0,0.1519287833827893
1310,2018-03-14,VX,79.0,221.0,0.3574660633484163
1311,2018-03-14,WN,765.0,3907.0,0.1958024059380599
1312,2018-03-14,YV,42.0,529.0,0.07939508506616257
1313,2018-03-14,YX,197.0,915.0,0.21530054644808744
1314,2018-03-15,9E,99.0,751.0,0.1318242343541944
1315,2018-03-15,AA,380.0,2648.0,0.14350453172205438
1316,2018-03-15,AS,45.0,536.0,0.08395522388059702
1317,2018-03-15,B6,300.0,883.0,0.33975084937712347
1318,2018-03-15,DL,323.0,2783.0,0.11606180380883938
1319,2018-03-15,EV,109.0,710.0,0.15352112676056337
1320,2018-03-15,F9,36.0,307.0,0.11726384364820847
1321,2018-03-15,G4,46.0,338.0,0.13609467455621302
1322,2018-03-15,HA,15.0,220.0,0.06818181818181818
1323,2018-03-15,MQ,83.0,806.0,0.10297766749379653
1324,2018-03-15,NK,46.0,478.0,0.09623430962343096
1325,2018-03-15,OH,134.0,773.0,0.17335058214747737
1326,2018-03-15,OO,347.0,2178.0,0.1593204775022957
1327,2018-03-15,UA,296.0,1697.0,0.17442545668827342
1328,2018-03-15,VX,63.0,224.0,0.28125
1329,2018-03-15,WN,971.0,3907.0,0.2485282825697466
1330,2018-03-15,YV,48.0,537.0,0.0893854748603352
1331,2018-03-15,YX,119.0,912.0,0.13048245614035087
1332,2018-03-16,9E,140.0,753.0,0.18592297476759628
1333,2018-03-16,AA,388.0,2651.0,0.14635986420218786
1334,2018-03-16,AS,64.0,534.0,0.1198501872659176
1335,2018-03-16,B6,262.0,885.0,0.296045197740113
1336,2018-03-16,DL,325.0,2783.0,0.1167804527488322
1337,2018-03-16,EV,139.0,711.0,0.19549929676511954
1338,2018-03-16,F9,37.0,312.0,0.11858974358974358
1339,2018-03-16,G4,79.0,340.0,0.2323529411764706
1340,2018-03-16,HA,30.0,240.0,0.125
1341,2018-03-16,MQ,108.0,806.0,0.13399503722084366
1342,2018-03-16,NK,48.0,480.0,0.1
1343,2018-03-16,OH,127.0,771.0,0.16472114137483787
1344,2018-03-16,OO,313.0,2170.0,0.14423963133640552
1345,2018-03-16,UA,302.0,1676.0,0.1801909307875895
1346,2018-03-16,VX,48.0,223.0,0.21524663677130046
1347,2018-03-16,WN,1145.0,3909.0,0.2929137886927603
1348,2018-03-16,YV,78.0,538.0,0.1449814126394052
1349,2018-03-16,YX,208.0,912.0,0.22807017543859648
1350,2018-03-17,9E,21.0,468.0,0.04487179487179487
1351,2018-03-17,AA,255.0,2252.0,0.11323268206039076
1352,2018-03-17,AS,32.0,488.0,0.06557377049180328
1353,2018-03-17,B6,154.0,783.0,0.1966794380587484
1354,2018-03-17,DL,228.0,2146.0,0.10624417520969245
1355,2018-03-17,EV,48.0,579.0,0.08290155440414508
1356,2018-03-17,F9,33.0,300.0,0.11
1357,2018-03-17,G4,57.0,266.0,0.21428571428571427
1358,2018-03-17,HA,17.0,222.0,0.07657657657657657
1359,2018-03-17,MQ,40.0,574.0,0.06968641114982578
1360,2018-03-17,NK,29.0,480.0,0.06041666666666667
1361,2018-03-17,OH,75.0,665.0,0.11278195488721804
1362,2018-03-17,OO,175.0,1768.0,0.09898190045248868
1363,2018-03-17,UA,99.0,1411.0,0.07016300496102056
1364,2018-03-17,VX,28.0,199.0,0.1407035175879397
1365,2018-03-17,WN,740.0,3469.0,0.21331795906601325
1366,2018-03-17,YV,63.0,483.0,0.13043478260869565
1367,2018-03-17,YX,47.0,707.0,0.06647807637906648
1368,2018-03-18,9E,34.0,677.0,0.050221565731166914
1369,2018-03-18,AA,280.0,2545.0,0.1100196463654224
1370,2018-03-18,AS,28.0,508.0,0.05511811023622047
1371,2018-03-18,B6,182.0,847.0,0.21487603305785125
1372,2018-03-18,DL,257.0,2662.0,0.09654395191585274
1373,2018-03-18,EV,92.0,676.0,0.13609467455621302
1374,2018-03-18,F9,44.0,307.0,0.14332247557003258
1375,2018-03-18,G4,104.0,345.0,0.30144927536231886
1376,2018-03-18,HA,9.0,236.0,0.038135593220338986
1377,2018-03-18,MQ,97.0,798.0,0.12155388471177944
1378,2018-03-18,NK,50.0,479.0,0.10438413361169102
1379,2018-03-18,OH,80.0,751.0,0.10652463382157124
1380,2018-03-18,OO,202.0,2098.0,0.09628217349857007
1381,2018-03-18,UA,223.0,1594.0,0.1398996235884567
1382,2018-03-18,VX,39.0,222.0,0.17567567567567569
1383,2018-03-18,WN,879.0,3810.0,0.23070866141732282
1384,2018-03-18,YV,57.0,538.0,0.10594795539033457
1385,2018-03-18,YX,74.0,844.0,0.08767772511848342
1386,2018-03-19,9E,82.0,751.0,0.10918774966711052
1387,2018-03-19,AA,310.0,2586.0,0.11987625676720805
1388,2018-03-19,AS,57.0,539.0,0.10575139146567718
1389,2018-03-19,B6,223.0,879.0,0.25369738339021614
1390,2018-03-19,DL,382.0,2781.0,0.1373606616325063
1391,2018-03-19,EV,93.0,706.0,0.13172804532577903
1392,2018-03-19,F9,87.0,303.0,0.2871287128712871
1393,2018-03-19,G4,69.0,342.0,0.20175438596491227
1394,2018-03-19,HA,20.0,220.0,0.09090909090909091
1395,2018-03-19,MQ,92.0,806.0,0.1141439205955335
1396,2018-03-19,NK,68.0,480.0,0.14166666666666666
1397,2018-03-19,OH,125.0,773.0,0.16170763260025872
1398,2018-03-19,OO,175.0,2170.0,0.08064516129032258
1399,2018-03-19,UA,174.0,1691.0,0.1028976936723832
1400,2018-03-19,VX,34.0,223.0,0.15246636771300448
1401,2018-03-19,WN,804.0,3917.0,0.20525912688281847
1402,2018-03-19,YV,38.0,527.0,0.07210626185958255
1403,2018-03-19,YX,117.0,914.0,0.12800875273522977
1404,2018-03-20,9E,129.0,727.0,0.17744154057771663
1405,2018-03-20,AA,466.0,2544.0,0.1831761006289308
1406,2018-03-20,AS,44.0,511.0,0.08610567514677103
1407,2018-03-20,B6,354.0,866.0,0.40877598152424943
1408,2018-03-20,DL,552.0,2661.0,0.20744081172491544
1409,2018-03-20,EV,106.0,697.0,0.15208034433285508
1410,2018-03-20,F9,86.0,289.0,0.2975778546712803
1411,2018-03-20,G4,47.0,210.0,0.22380952380952382
1412,2018-03-20,HA,13.0,218.0,0.05963302752293578
1413,2018-03-20,MQ,73.0,795.0,0.09182389937106918
1414,2018-03-20,NK,99.0,478.0,0.20711297071129708
1415,2018-03-20,OH,150.0,773.0,0.19404915912031048
1416,2018-03-20,OO,328.0,2147.0,0.1527713088029809
1417,2018-03-20,UA,306.0,1680.0,0.18214285714285713
1418,2018-03-20,VX,64.0,221.0,0.2895927601809955
1419,2018-03-20,WN,1303.0,3921.0,0.3323131854118847
1420,2018-03-20,YV,97.0,525.0,0.18476190476190477
1421,2018-03-20,YX,108.0,909.0,0.1188118811881188
1422,2018-03-21,9E,62.0,735.0,0.08435374149659863
1423,2018-03-21,AA,344.0,2572.0,0.13374805598755832
1424,2018-03-21,AS,51.0,524.0,0.09732824427480916
1425,2018-03-21,B6,122.0,866.0,0.14087759815242495
1426,2018-03-21,DL,413.0,2704.0,0.15273668639053253
1427,2018-03-21,EV,39.0,708.0,0.05508474576271186
1428,2018-03-21,F9,61.0,296.0,0.20608108108108109
1429,2018-03-21,G4,59.0,272.0,0.21691176470588236
1430,2018-03-21,HA,21.0,218.0,0.0963302752293578
1431,2018-03-21,MQ,55.0,801.0,0.0686641697877653
1432,2018-03-21,NK,89.0,482.0,0.18464730290456433
1433,2018-03-21,OH,131.0,773.0,0.16946959896507116
1434,2018-03-21,OO,390.0,2158.0,0.18072289156626506
1435,2018-03-21,UA,266.0,1681.0,0.15823914336704342
1436,2018-03-21,VX,82.0,223.0,0.36771300448430494
1437,2018-03-21,WN,1078.0,3921.0,0.2749298648304004
1438,2018-03-21,YV,34.0,527.0,0.06451612903225806
1439,2018-03-21,YX,37.0,914.0,0.04048140043763676
1440,2018-03-22,9E,288.0,751.0,0.38348868175765644
1441,2018-03-22,AA,508.0,2648.0,0.19184290030211482
1442,2018-03-22,AS,125.0,535.0,0.2336448598130841
1443,2018-03-22,B6,396.0,878.0,0.4510250569476082
1444,2018-03-22,DL,561.0,2783.0,0.2015810276679842
1445,2018-03-22,EV,142.0,708.0,0.20056497175141244
1446,2018-03-22,F9,48.0,303.0,0.15841584158415842
1447,2018-03-22,G4,74.0,338.0,0.21893491124260356
1448,2018-03-22,HA,31.0,222.0,0.13963963963963963
1449,2018-03-22,MQ,91.0,806.0,0.11290322580645161
1450,2018-03-22,NK,107.0,485.0,0.22061855670103092
1451,2018-03-22,OH,220.0,773.0,0.2846054333764554
1452,2018-03-22,OO,420.0,2175.0,0.19310344827586207
1453,2018-03-22,UA,402.0,1693.0,0.23744831659775548
1454,2018-03-22,VX,141.0,226.0,0.6238938053097345
1455,2018-03-22,WN,1236.0,3921.0,0.3152257077276205
1456,2018-03-22,YV,43.0,535.0,0.08037383177570094
1457,2018-03-22,YX,248.0,911.0,0.2722283205268935
1458,2018-03-23,9E,145.0,753.0,0.19256308100929614
1459,2018-03-23,AA,422.0,2650.0,0.15924528301886792
1460,2018-03-23,AS,76.0,533.0,0.1425891181988743
1461,2018-03-23,B6,278.0,881.0,0.3155505107832009
1462,2018-03-23,DL,310.0,2787.0,0.11123071402942232
1463,2018-03-23,EV,154.0,709.0,0.21720733427362482
1464,2018-03-23,F9,48.0,308.0,0.15584415584415584
1465,2018-03-23,G4,84.0,342.0,0.24561403508771928
1466,2018-03-23,HA,24.0,236.0,0.1016949152542373
1467,2018-03-23,MQ,79.0,806.0,0.09801488833746898
1468,2018-03-23,NK,70.0,488.0,0.14344262295081966
1469,2018-03-23,OH,136.0,771.0,0.17639429312581065
1470,2018-03-23,OO,219.0,2174.0,0.10073597056117756
1471,2018-03-23,UA,189.0,1672.0,0.11303827751196172
1472,2018-03-23,VX,94.0,225.0,0.4177777777777778
1473,2018-03-23,WN,822.0,3921.0,0.20964039785768937
1474,2018-03-23,YV,39.0,536.0,0.07276119402985075
1475,2018-03-23,YX,178.0,914.0,0.19474835886214442
1476,2018-03-24,9E,36.0,468.0,0.07692307692307693
1477,2018-03-24,AA,257.0,2214.0,0.11607949412827462
1478,2018-03-24,AS,34.0,489.0,0.06952965235173825
1479,2018-03-24,B6,207.0,785.0,0.26369426751592356
1480,2018-03-24,DL,152.0,2153.0,0.07059916395726892
1481,2018-03-24,EV,101.0,583.0,0.1732418524871355
1482,2018-03-24,F9,45.0,296.0,0.15202702702702703
1483,2018-03-24,G4,89.0,263.0,0.33840304182509506
1484,2018-03-24,HA,60.0,222.0,0.2702702702702703
1485,2018-03-24,MQ,56.0,574.0,0.0975609756097561
1486,2018-03-24,NK,42.0,488.0,0.0860655737704918
1487,2018-03-24,OH,97.0,665.0,0.14586466165413534
1488,2018-03-24,OO,161.0,1761.0,0.09142532651902328
1489,2018-03-24,UA,142.0,1414.0,0.10042432814710042
1490,2018-03-24,VX,57.0,201.0,0.2835820895522388
1491,2018-03-24,WN,789.0,3480.0,0.2267241379310345
1492,2018-03-24,YV,32.0,470.0,0.06808510638297872
1493,2018-03-24,YX,49.0,705.0,0.06950354609929078
1494,2018-03-25,9E,55.0,677.0,0.08124076809453472
1495,2018-03-25,AA,327.0,2545.0,0.12848722986247543
1496,2018-03-25,AS,59.0,509.0,0.11591355599214145
1497,2018-03-25,B6,190.0,851.0,0.22326674500587543
1498,2018-03-25,DL,258.0,2656.0,0.09713855421686747
1499,2018-03-25,EV,76.0,678.0,0.11209439528023599
1500,2018-03-25,F9,28.0,302.0,0.09271523178807947
1501,2018-03-25,G4,54.0,344.0,0.1569767441860465
1502,2018-03-25,HA,35.0,236.0,0.1483050847457627
1503,2018-03-25,MQ,70.0,798.0,0.08771929824561403
1504,2018-03-25,NK,30.0,487.0,0.061601642710472276
1505,2018-03-25,OH,92.0,751.0,0.12250332889480692
1506,2018-03-25,OO,203.0,2099.0,0.09671272034302049
1507,2018-03-25,UA,151.0,1587.0,0.09514807813484562
1508,2018-03-25,VX,30.0,224.0,0.13392857142857142
1509,2018-03-25,WN,638.0,3811.0,0.16741012857517712
1510,2018-03-25,YV,48.0,534.0,0.0898876404494382
1511,2018-03-25,YX,86.0,842.0,0.1021377672209026
1512,2018-03-26,9E,57.0,751.0,0.0758988015978695
1513,2018-03-26,AA,242.0,2586.0,0.09358081979891725
1514,2018-03-26,AS,63.0,538.0,0.1171003717472119
1515,2018-03-26,B6,171.0,883.0,0.19365798414496035
1516,2018-03-26,DL,268.0,2783.0,0.09629895795903701
1517,2018-03-26,EV,109.0,706.0,0.15439093484419264
1518,2018-03-26,F9,37.0,303.0,0.12211221122112212
1519,2018-03-26,G4,49.0,338.0,0.14497041420118342
1520,2018-03-26,HA,57.0,220.0,0.2590909090909091
1521,2018-03-26,MQ,81.0,806.0,0.10049627791563276
1522,2018-03-26,NK,44.0,488.0,0.09016393442622951
1523,2018-03-26,OH,100.0,773.0,0.129366106080207
1524,2018-03-26,OO,192.0,2169.0,0.08852005532503458
1525,2018-03-26,UA,115.0,1689.0,0.06808762581409118
1526,2018-03-26,VX,41.0,225.0,0.18222222222222223
1527,2018-03-26,WN,759.0,3919.0,0.19367185506506762
1528,2018-03-26,YV,48.0,528.0,0.09090909090909091
1529,2018-03-26,YX,81.0,913.0,0.0887185104052574
1530,2018-03-27,9E,49.0,727.0,0.06740027510316368
1531,2018-03-27,AA,443.0,2544.0,0.17413522012578617
1532,2018-03-27,AS,59.0,509.0,0.11591355599214145
1533,2018-03-27,B6,192.0,873.0,0.21993127147766323
1534,2018-03-27,DL,185.0,2663.0,0.06947052196770559
1535,2018-03-27,EV,97.0,698.0,0.13896848137535817
1536,2018-03-27,F9,56.0,293.0,0.19112627986348124
1537,2018-03-27,G4,26.0,198.0,0.13131313131313133
1538,2018-03-27,HA,54.0,218.0,0.24770642201834864
1539,2018-03-27,MQ,125.0,795.0,0.15723270440251572
1540,2018-03-27,NK,27.0,486.0,0.05555555555555555
1541,2018-03-27,OH,69.0,773.0,0.08926261319534282
1542,2018-03-27,OO,204.0,2139.0,0.09537166900420757
1543,2018-03-27,UA,147.0,1671.0,0.08797127468581688
1544,2018-03-27,VX,32.0,223.0,0.14349775784753363
1545,2018-03-27,WN,929.0,3919.0,0.2370502679254912
1546,2018-03-27,YV,80.0,530.0,0.1509433962264151
1547,2018-03-27,YX,47.0,908.0,0.051762114537444934
1548,2018-03-28,9E,91.0,735.0,0.12380952380952381
1549,2018-03-28,AA,392.0,2572.0,0.15241057542768274
1550,2018-03-28,AS,41.0,523.0,0.07839388145315487
1551,2018-03-28,B6,243.0,870.0,0.2793103448275862
1552,2018-03-28,DL,263.0,2707.0,0.09715552271887698
1553,2018-03-28,EV,89.0,708.0,0.12570621468926554
1554,2018-03-28,F9,42.0,294.0,0.14285714285714285
1555,2018-03-28,G4,45.0,266.0,0.16917293233082706
1556,2018-03-28,HA,23.0,220.0,0.10454545454545454
1557,2018-03-28,MQ,121.0,799.0,0.15143929912390489
1558,2018-03-28,NK,60.0,486.0,0.12345679012345678
1559,2018-03-28,OH,76.0,773.0,0.09831824062095731
1560,2018-03-28,OO,230.0,2149.0,0.10702652396463472
1561,2018-03-28,UA,289.0,1672.0,0.1728468899521531
1562,2018-03-28,VX,39.0,223.0,0.17488789237668162
1563,2018-03-28,WN,926.0,3919.0,0.23628476652207195
1564,2018-03-28,YV,96.0,527.0,0.18216318785578747
1565,2018-03-28,YX,92.0,914.0,0.10065645514223195
1566,2018-03-29,9E,163.0,751.0,0.2170439414114514
1567,2018-03-29,AA,325.0,2604.0,0.12480798771121351
1568,2018-03-29,AS,38.0,534.0,0.07116104868913857
1569,2018-03-29,B6,243.0,881.0,0.2758229284903519
1570,2018-03-29,DL,402.0,2784.0,0.14439655172413793
1571,2018-03-29,EV,160.0,708.0,0.22598870056497175
1572,2018-03-29,F9,55.0,307.0,0.1791530944625407
1573,2018-03-29,G4,65.0,337.0,0.19287833827893175
1574,2018-03-29,HA,19.0,222.0,0.08558558558558559
1575,2018-03-29,MQ,133.0,806.0,0.16501240694789082
1576,2018-03-29,NK,79.0,485.0,0.16288659793814433
1577,2018-03-29,OH,128.0,773.0,0.16558861578266496
1578,2018-03-29,OO,254.0,2164.0,0.11737523105360444
1579,2018-03-29,UA,270.0,1687.0,0.16004742145820983
1580,2018-03-29,VX,32.0,226.0,0.1415929203539823
1581,2018-03-29,WN,1147.0,3919.0,0.2926767032406226
1582,2018-03-29,YV,59.0,529.0,0.11153119092627599
1583,2018-03-29,YX,174.0,911.0,0.19099890230515917
1584,2018-03-30,9E,183.0,753.0,0.24302788844621515
1585,2018-03-30,AA,359.0,2584.0,0.13893188854489164
1586,2018-03-30,AS,41.0,531.0,0.07721280602636535
1587,2018-03-30,B6,301.0,884.0,0.3404977375565611
1588,2018-03-30,DL,226.0,2793.0,0.08091657715717866
1589,2018-03-30,EV,139.0,709.0,0.19605077574047955
1590,2018-03-30,F9,62.0,310.0,0.2
1591,2018-03-30,G4,72.0,340.0,0.21176470588235294
1592,2018-03-30,HA,9.0,238.0,0.037815126050420166
1593,2018-03-30,MQ,109.0,806.0,0.13523573200992556
1594,2018-03-30,NK,66.0,492.0,0.13414634146341464
1595,2018-03-30,OH,92.0,770.0,0.11948051948051948
1596,2018-03-30,OO,207.0,2166.0,0.09556786703601108
1597,2018-03-30,UA,228.0,1668.0,0.1366906474820144
1598,2018-03-30,VX,74.0,221.0,0.334841628959276
1599,2018-03-30,WN,774.0,3919.0,0.19749936208216382
1600,2018-03-30,YV,40.0,530.0,0.07547169811320754
1601,2018-03-30,YX,159.0,910.0,0.17472527472527472
1602,2018-03-31,9E,36.0,467.0,0.07708779443254818
1603,2018-03-31,AA,200.0,2119.0,0.09438414346389806
1604,2018-03-31,AS,41.0,487.0,0.08418891170431211
1605,2018-03-31,B6,264.0,790.0,0.3341772151898734
1606,2018-03-31,DL,181.0,2151.0,0.08414690841469084
1607,2018-03-31,EV,56.0,572.0,0.0979020979020979
1608,2018-03-31,F9,52.0,304.0,0.17105263157894737
1609,2018-03-31,G4,33.0,256.0,0.12890625
1610,2018-03-31,HA,22.0,222.0,0.0990990990990991
1611,2018-03-31,MQ,44.0,549.0,0.08014571948998178
1612,2018-03-31,NK,56.0,492.0,0.11382113821138211
1613,2018-03-31,OH,70.0,644.0,0.10869565217391304
1614,2018-03-31,OO,219.0,1713.0,0.12784588441331
1615,2018-03-31,UA,150.0,1390.0,0.1079136690647482
1616,2018-03-31,VX,23.0,191.0,0.12041884816753927
1617,2018-03-31,WN,579.0,3480.0,0.16637931034482759
1618,2018-03-31,YV,26.0,455.0,0.05714285714285714
1619,2018-03-31,YX,34.0,696.0,0.04885057471264368
1620,2018-04-01,9E,63.0,694.0,0.09077809798270893
1621,2018-04-01,AA,306.0,2407.0,0.1271292064810968
1622,2018-04-01,AS,85.0,727.0,0.11691884456671252
1623,2018-04-01,B6,181.0,853.0,0.21219226260257915
1624,2018-04-01,DL,210.0,2663.0,0.07885843034171987
1625,2018-04-01,EV,102.0,579.0,0.17616580310880828
1626,2018-04-01,F9,33.0,298.0,0.11073825503355705
1627,2018-04-01,G4,42.0,342.0,0.12280701754385964
1628,2018-04-01,HA,8.0,236.0,0.03389830508474576
1629,2018-04-01,MQ,69.0,738.0,0.09349593495934959
1630,2018-04-01,NK,52.0,489.0,0.10633946830265849
1631,2018-04-01,OH,97.0,731.0,0.1326949384404925
1632,2018-04-01,OO,176.0,2049.0,0.08589555880917521
1633,2018-04-01,UA,115.0,1553.0,0.07405022537025113
1634,2018-04-01,WN,518.0,3807.0,0.13606514315734175
1635,2018-04-01,YV,34.0,526.0,0.06463878326996197
1636,2018-04-01,YX,51.0,839.0,0.060786650774731825
1637,2018-04-02,9E,255.0,774.0,0.32945736434108525
1638,2018-04-02,AA,508.0,2569.0,0.1977423121837291
1639,2018-04-02,AS,106.0,759.0,0.13965744400527008
1640,2018-04-02,B6,427.0,887.0,0.4813979706877114
1641,2018-04-02,DL,571.0,2781.0,0.20532182668104998
1642,2018-04-02,EV,169.0,618.0,0.27346278317152106
1643,2018-04-02,F9,56.0,299.0,0.18729096989966554
1644,2018-04-02,G4,63.0,338.0,0.1863905325443787
1645,2018-04-02,HA,50.0,220.0,0.22727272727272727
1646,2018-04-02,MQ,118.0,789.0,0.14955640050697086
1647,2018-04-02,NK,103.0,493.0,0.20892494929006086
1648,2018-04-02,OH,151.0,770.0,0.1961038961038961
1649,2018-04-02,OO,325.0,2163.0,0.1502542764678687
1650,2018-04-02,UA,466.0,1682.0,0.27705112960760997
1651,2018-04-02,WN,698.0,3917.0,0.17819760020423794
1652,2018-04-02,YV,59.0,545.0,0.10825688073394496
1653,2018-04-02,YX,324.0,915.0,0.3540983606557377
1654,2018-04-03,9E,206.0,731.0,0.2818057455540356
1655,2018-04-03,AA,580.0,2442.0,0.2375102375102375
1656,2018-04-03,AS,73.0,728.0,0.10027472527472528
1657,2018-04-03,B6,299.0,877.0,0.3409350057012543
1658,2018-04-03,DL,615.0,2648.0,0.23225075528700906
1659,2018-04-03,EV,194.0,610.0,0.3180327868852459
1660,2018-04-03,F9,63.0,284.0,0.22183098591549297
1661,2018-04-03,G4,27.0,196.0,0.1377551020408163
1662,2018-04-03,HA,31.0,218.0,0.14220183486238533
1663,2018-04-03,MQ,300.0,812.0,0.3694581280788177
1664,2018-04-03,NK,115.0,490.0,0.23469387755102042
1665,2018-04-03,OH,185.0,784.0,0.23596938775510204
1666,2018-04-03,OO,512.0,2149.0,0.23825034899953468
1667,2018-04-03,UA,281.0,1663.0,0.16897173782321107
1668,2018-04-03,WN,1377.0,3917.0,0.35154454940005103
1669,2018-04-03,YV,106.0,561.0,0.1889483065953654
1670,2018-04-03,YX,238.0,898.0,0.2650334075723831
1671,2018-04-04,9E,269.0,735.0,0.3659863945578231
