,Month,Airport,Number of Delays,Total Flights,Percent Delayed,Airport Name,Category
635,2,SMX,2.0,12.0,0.16666666666666666,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",2
636,2,SNA,528.0,2975.0,0.17747899159663866,"Santa Ana, CA: John Wayne Airport-Orange County",2
637,2,SPI,30.0,140.0,0.21428571428571427,"Springfield, IL: Abraham Lincoln Capital",2
638,2,SPS,14.0,81.0,0.1728395061728395,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",2
639,2,SRQ,71.0,473.0,0.15010570824524314,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",2
640,2,STC,7.0,16.0,0.4375,"St. Cloud, MN: St. Cloud Regional",4
641,2,STL,941.0,4598.0,0.20465419747716398,"St. Louis, MO: St Louis Lambert International",2
642,2,STS,21.0,106.0,0.19811320754716982,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",2
643,2,STT,14.0,138.0,0.10144927536231885,"Charlotte Amalie, VI: Cyril E King",2
644,2,STX,12.0,103.0,0.11650485436893204,"Christiansted, VI: Henry E. Rohlsen",2
645,2,SUN,15.0,113.0,0.13274336283185842,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",2
646,2,SUX,19.0,93.0,0.20430107526881722,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",2
647,2,SWF,32.0,133.0,0.24060150375939848,"Newburgh/Poughkeepsie, NY: New York Stewart International",3
648,2,SWO,11.0,52.0,0.21153846153846154,"Stillwater, OK: Stillwater Regional",2
649,2,SYR,144.0,967.0,0.14891416752843847,"Syracuse, NY: Syracuse Hancock International",2
650,2,TLH,59.0,443.0,0.13318284424379231,"Tallahassee, FL: Tallahassee International",2
651,2,TOL,29.0,171.0,0.1695906432748538,"Toledo, OH: Toledo Express",2
652,2,TPA,1047.0,6006.0,0.17432567432567433,"Tampa, FL: Tampa International",2
653,2,TRI,40.0,271.0,0.14760147601476015,"Bristol/Johnson City/Kingsport, TN: Tri Cities",2
654,2,TTN,39.0,152.0,0.2565789473684211,"Trenton, NJ: Trenton Mercer",3
655,2,TUL,208.0,1241.0,0.16760676873489122,"Tulsa, OK: Tulsa International",2
656,2,TUS,314.0,1432.0,0.21927374301675978,"Tucson, AZ: Tucson International",2
657,2,TVC,39.0,210.0,0.18571428571428572,"Traverse City, MI: Cherry Capital",2
658,2,TWF,27.0,99.0,0.2727272727272727,"Twin Falls, ID: Joslin Field - Magic Valley Regional",3
659,2,TXK,13.0,75.0,0.17333333333333334,"Texarkana, AR: Texarkana Regional-Webb Field",2
660,2,TYR,17.0,104.0,0.16346153846153846,"Tyler, TX: Tyler Pounds Regional",2
661,2,TYS,194.0,1067.0,0.18181818181818182,"Knoxville, TN: McGhee Tyson",2
662,2,UIN,14.0,72.0,0.19444444444444445,"Quincy, IL: Quincy Regional-Baldwin Field",2
663,2,USA,17.0,66.0,0.25757575757575757,"CONCORD, NC: Concord Padgett Regional",3
664,2,VLD,11.0,78.0,0.14102564102564102,"Valdosta, GA: Valdosta Regional",2
665,2,VPS,77.0,440.0,0.175,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",2
666,2,WRG,11.0,56.0,0.19642857142857142,"Wrangell, AK: Wrangell Airport",2
667,2,XNA,184.0,958.0,0.19206680584551147,"Fayetteville, AR: Northwest Arkansas Regional",2
668,2,YAK,5.0,56.0,0.08928571428571429,"Yakutat, AK: Yakutat Airport",2
669,2,YUM,11.0,109.0,0.10091743119266056,"Yuma, AZ: Yuma MCAS/Yuma International",2
670,3,ABE,70.0,369.0,0.1897018970189702,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",2
671,3,ABI,22.0,145.0,0.15172413793103448,"Abilene, TX: Abilene Regional",2
672,3,ABQ,279.0,1892.0,0.1474630021141649,"Albuquerque, NM: Albuquerque International Sunport",2
673,3,ABR,6.0,62.0,0.0967741935483871,"Aberdeen, SD: Aberdeen Regional",2
674,3,ABY,18.0,88.0,0.20454545454545456,"Albany, GA: Southwest Georgia Regional",2
675,3,ACT,14.0,119.0,0.11764705882352941,"Waco, TX: Waco Regional",2
676,3,ACV,16.0,93.0,0.17204301075268819,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",2
677,3,ACY,36.0,310.0,0.11612903225806452,"Atlantic City, NJ: Atlantic City International",2
678,3,ADK,4.0,9.0,0.4444444444444444,"Adak Island, AK: Adak",4
679,3,ADQ,2.0,53.0,0.03773584905660377,"Kodiak, AK: Kodiak Airport",1
680,3,AEX,29.0,294.0,0.09863945578231292,"Alexandria, LA: Alexandria International",2
681,3,AGS,58.0,418.0,0.13875598086124402,"Augusta, GA: Augusta Regional at Bush Field",2
682,3,ALB,202.0,1202.0,0.16805324459234608,"Albany, NY: Albany International",2
683,3,ALO,5.0,57.0,0.08771929824561403,"Waterloo, IA: Waterloo Regional",2
684,3,AMA,46.0,414.0,0.1111111111111111,"Amarillo, TX: Rick Husband Amarillo International",2
685,3,ANC,96.0,1328.0,0.07228915662650602,"Anchorage, AK: Ted Stevens Anchorage International",1
686,3,APN,8.0,54.0,0.14814814814814814,"Alpena, MI: Alpena County Regional",2
687,3,ASE,213.0,1069.0,0.1992516370439663,"Aspen, CO: Aspen Pitkin County Sardy Field",2
688,3,ATL,5116.0,33712.0,0.15175605125771238,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2
689,3,ATW,33.0,359.0,0.09192200557103064,"Appleton, WI: Appleton International",2
690,3,AUS,845.0,5160.0,0.16375968992248063,"Austin, TX: Austin - Bergstrom International",2
691,3,AVL,79.0,555.0,0.14234234234234233,"Asheville, NC: Asheville Regional",2
692,3,AVP,53.0,277.0,0.19133574007220217,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",2
693,3,AZA,95.0,613.0,0.15497553017944535,"Phoenix, AZ: Phoenix - Mesa Gateway",2
694,3,AZO,25.0,226.0,0.11061946902654868,"Kalamazoo, MI: Kalamazoo/Battle Creek International",2
695,3,BDL,334.0,2404.0,0.1389351081530782,"Hartford, CT: Bradley International",2
696,3,BET,9.0,73.0,0.1232876712328767,"Bethel, AK: Bethel Airport",2
697,3,BFF,3.0,53.0,0.05660377358490566,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",1
698,3,BFL,14.0,180.0,0.07777777777777778,"Bakersfield, CA: Meadows Field",1
699,3,BGM,13.0,86.0,0.1511627906976744,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",2
700,3,BGR,58.0,341.0,0.17008797653958943,"Bangor, ME: Bangor International",2
701,3,BHM,175.0,1483.0,0.11800404585300067,"Birmingham, AL: Birmingham-Shuttlesworth International",2
702,3,BIL,28.0,343.0,0.08163265306122448,"Billings, MT: Billings Logan International",1
703,3,BIS,42.0,311.0,0.13504823151125403,"Bismarck/Mandan, ND: Bismarck Municipal",2
704,3,BJI,2.0,62.0,0.03225806451612903,"Bemidji, MN: Bemidji Regional",1
705,3,BLI,20.0,272.0,0.07352941176470588,"Bellingham, WA: Bellingham International",1
706,3,BLV,23.0,91.0,0.25274725274725274,"Belleville, IL: Scott AFB/MidAmerica",3
707,3,BMI,41.0,258.0,0.15891472868217055,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",2
708,3,BNA,1035.0,6114.0,0.1692836113837095,"Nashville, TN: Nashville International",2
709,3,BOI,185.0,1635.0,0.11314984709480122,"Boise, ID: Boise Air Terminal",2
710,3,BOS,2444.0,12262.0,0.19931495677703473,"Boston, MA: Logan International",2
711,3,BPT,7.0,62.0,0.11290322580645161,"Beaumont/Port Arthur, TX: Jack Brooks Regional",2
712,3,BQK,9.0,88.0,0.10227272727272728,"Brunswick, GA: Brunswick Golden Isles",2
713,3,BQN,40.0,143.0,0.27972027972027974,"Aguadilla, PR: Rafael Hernandez",3
714,3,BRD,4.0,53.0,0.07547169811320754,"Brainerd, MN: Brainerd Lakes Regional",1
715,3,BRO,12.0,216.0,0.05555555555555555,"Brownsville, TX: Brownsville South Padre Island International",1
716,3,BRW,5.0,62.0,0.08064516129032258,"Barrow, AK: Wiley Post/Will Rogers Memorial",1
717,3,BTM,5.0,57.0,0.08771929824561403,"Butte, MT: Bert Mooney",2
718,3,BTR,80.0,653.0,0.1225114854517611,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",2
719,3,BTV,127.0,716.0,0.17737430167597765,"Burlington, VT: Burlington International",2
720,3,BUF,303.0,2237.0,0.1354492624050067,"Buffalo, NY: Buffalo Niagara International",2
721,3,BUR,540.0,2219.0,0.24335286164939163,"Burbank, CA: Bob Hope",3
722,3,BWI,1503.0,9023.0,0.16657431009642026,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2
723,3,BZN,69.0,520.0,0.1326923076923077,"Bozeman, MT: Bozeman Yellowstone International",2
724,3,CAE,50.0,490.0,0.10204081632653061,"Columbia, SC: Columbia Metropolitan",2
725,3,CAK,98.0,636.0,0.1540880503144654,"Akron, OH: Akron-Canton Regional",2
726,3,CDC,6.0,53.0,0.11320754716981132,"Cedar City, UT: Cedar City Regional",2
727,3,CDV,5.0,62.0,0.08064516129032258,"Cordova, AK: Merle K Mudhole Smith",1
728,3,CGI,2.0,53.0,0.03773584905660377,"Cape Girardeau, MO: Cape Girardeau Regional",1
729,3,CHA,97.0,672.0,0.14434523809523808,"Chattanooga, TN: Lovell Field",2
730,3,CHO,68.0,515.0,0.13203883495145632,"Charlottesville, VA: Charlottesville Albemarle",2
731,3,CHS,273.0,1904.0,0.14338235294117646,"Charleston, SC: Charleston AFB/International",2
732,3,CID,107.0,803.0,0.13325031133250312,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",2
733,3,CIU,5.0,57.0,0.08771929824561403,"Sault Ste. Marie, MI: Chippewa County International",2
734,3,CKB,12.0,66.0,0.18181818181818182,"Clarksburg/Fairmont, WV: North Central West Virginia",2
735,3,CLE,613.0,4160.0,0.14735576923076923,"Cleveland, OH: Cleveland-Hopkins International",2
736,3,CLL,18.0,207.0,0.08695652173913043,"College Station/Bryan, TX: Easterwood Field",2
737,3,CLT,3179.0,19497.0,0.1630507257526799,"Charlotte, NC: Charlotte Douglas International",2
738,3,CMH,547.0,4025.0,0.13590062111801243,"Columbus, OH: John Glenn Columbus International",2
739,3,CMI,10.0,204.0,0.049019607843137254,"Champaign/Urbana, IL: University of Illinois/Willard",1
740,3,CMX,9.0,62.0,0.14516129032258066,"Hancock/Houghton, MI: Houghton County Memorial",2
741,3,COD,5.0,92.0,0.05434782608695652,"Cody, WY: Yellowstone Regional",1
742,3,COS,74.0,833.0,0.08883553421368548,"Colorado Springs, CO: City of Colorado Springs Municipal",2
743,3,COU,15.0,184.0,0.08152173913043478,"Columbia, MO: Columbia Regional",1
744,3,CPR,1.0,63.0,0.015873015873015872,"Casper, WY: Casper/Natrona County International",1
745,3,CRP,51.0,465.0,0.10967741935483871,"Corpus Christi, TX: Corpus Christi International",2
746,3,CRW,66.0,402.0,0.16417910447761194,"Charleston/Dunbar, WV: Yeager",2
747,3,CSG,17.0,118.0,0.1440677966101695,"Columbus, GA: Columbus Airport",2
748,3,CVG,586.0,4144.0,0.1414092664092664,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2
749,3,CWA,24.0,260.0,0.09230769230769231,"Mosinee, WI: Central Wisconsin",2
750,3,DAB,43.0,332.0,0.12951807228915663,"Daytona Beach, FL: Daytona Beach International",2
751,3,DAL,1599.0,6131.0,0.2608057413146306,"Dallas, TX: Dallas Love Field",3
752,3,DAY,166.0,1143.0,0.1452318460192476,"Dayton, OH: James M Cox/Dayton International",2
753,3,DBQ,4.0,88.0,0.045454545454545456,"Dubuque, IA: Dubuque Regional",1
754,3,DCA,1908.0,11296.0,0.16890934844192634,"Washington, DC: Ronald Reagan Washington National",2
755,3,DEN,3062.0,19116.0,0.1601799539652647,"Denver, CO: Denver International",2
756,3,DFW,3382.0,23266.0,0.1453623312988911,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2
757,3,DHN,24.0,119.0,0.20168067226890757,"Dothan, AL: Dothan Regional",2
758,3,DLH,18.0,239.0,0.07531380753138076,"Duluth, MN: Duluth International",1
759,3,DRO,27.0,226.0,0.11946902654867257,"Durango, CO: Durango La Plata County",2
760,3,DSM,138.0,1320.0,0.10454545454545454,"Des Moines, IA: Des Moines International",2
761,3,DTW,1900.0,13801.0,0.13767118324759076,"Detroit, MI: Detroit Metro Wayne County",2
762,3,DVL,6.0,53.0,0.11320754716981132,"Devils Lake, ND: Devils Lake Regional",2
763,3,EAU,5.0,62.0,0.08064516129032258,"Eau Claire, WI: Chippewa Valley Regional",1
764,3,ECP,30.0,418.0,0.07177033492822966,"Panama City, FL: Northwest Florida Beaches International",1
765,3,EGE,66.0,439.0,0.15034168564920272,"Eagle, CO: Eagle County Regional",2
766,3,EKO,4.0,57.0,0.07017543859649122,"Elko, NV: Elko Regional",1
767,3,ELM,12.0,36.0,0.3333333333333333,"Elmira/Corning, NY: Elmira/Corning Regional",4
768,3,ELP,206.0,1293.0,0.15931941221964424,"El Paso, TX: El Paso International",2
769,3,ERI,11.0,88.0,0.125,"Erie, PA: Erie International/Tom Ridge Field",2
770,3,ESC,8.0,53.0,0.1509433962264151,"Escanaba, MI: Delta County",2
771,3,EUG,57.0,343.0,0.1661807580174927,"Eugene, OR: Mahlon Sweet Field",2
772,3,EVV,39.0,366.0,0.10655737704918032,"Evansville, IN: Evansville Regional",2
773,3,EWN,21.0,182.0,0.11538461538461539,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",2
774,3,EWR,2534.0,12257.0,0.2067390062821245,"Newark, NJ: Newark Liberty International",2
775,3,EYW,87.0,530.0,0.1641509433962264,"Key West, FL: Key West International",2
776,3,FAI,12.0,344.0,0.03488372093023256,"Fairbanks, AK: Fairbanks International",1
777,3,FAR,50.0,553.0,0.09041591320072333,"Fargo, ND: Hector International",2
778,3,FAT,116.0,772.0,0.15025906735751296,"Fresno, CA: Fresno Yosemite International",2
779,3,FAY,39.0,299.0,0.13043478260869565,"Fayetteville, NC: Fayetteville Regional/Grannis Field",2
780,3,FCA,16.0,138.0,0.11594202898550725,"Kalispell, MT: Glacier Park International",2
781,3,FLG,17.0,93.0,0.1827956989247312,"Flagstaff, AZ: Flagstaff Pulliam",2
782,3,FLL,1860.0,9292.0,0.2001721911321567,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2
783,3,FLO,10.0,31.0,0.3225806451612903,"Florence, SC: Florence Regional",4
784,3,FNT,46.0,388.0,0.11855670103092783,"Flint, MI: Bishop International",2
785,3,FSD,55.0,486.0,0.11316872427983539,"Sioux Falls, SD: Joe Foss Field",2
786,3,FSM,18.0,171.0,0.10526315789473684,"Fort Smith, AR: Fort Smith Regional",2
787,3,FWA,85.0,632.0,0.13449367088607594,"Fort Wayne, IN: Fort Wayne International",2
788,3,GCC,4.0,80.0,0.05,"Gillette, WY: Gillette Campbell County",1
789,3,GCK,4.0,62.0,0.06451612903225806,"Garden City, KS: Garden City Regional",1
790,3,GEG,99.0,955.0,0.10366492146596859,"Spokane, WA: Spokane International",2
791,3,GFK,24.0,177.0,0.13559322033898305,"Grand Forks, ND: Grand Forks International",2
792,3,GGG,3.0,57.0,0.05263157894736842,"Longview, TX: East Texas Regional",1
793,3,GJT,8.0,278.0,0.02877697841726619,"Grand Junction, CO: Grand Junction Regional",1
794,3,GNV,53.0,378.0,0.1402116402116402,"Gainesville, FL: Gainesville Regional",2
795,3,GPT,34.0,337.0,0.10089020771513353,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",2
796,3,GRB,34.0,416.0,0.08173076923076923,"Green Bay, WI: Green Bay Austin Straubel International",1
797,3,GRI,18.0,75.0,0.24,"Grand Island, NE: Central Nebraska Regional",3
798,3,GRK,18.0,228.0,0.07894736842105263,"Killeen, TX: Robert Gray AAF",1
799,3,GRR,211.0,1560.0,0.13525641025641025,"Grand Rapids, MI: Gerald R. Ford International",2
800,3,GSO,151.0,1019.0,0.1481844946025515,"Greensboro/High Point, NC: Piedmont Triad International",2
801,3,GSP,114.0,890.0,0.12808988764044943,"Greer, SC: Greenville-Spartanburg International",2
802,3,GTF,19.0,139.0,0.1366906474820144,"Great Falls, MT: Great Falls International",2
803,3,GTR,9.0,88.0,0.10227272727272728,"Columbus, MS: Golden Triangle Regional",2
804,3,GUC,4.0,49.0,0.08163265306122448,"Gunnison, CO: Gunnison-Crested Butte Regional",1
805,3,GUM,4.0,31.0,0.12903225806451613,"Guam, TT: Guam International",2
806,3,HDN,29.0,249.0,0.11646586345381527,"Hayden, CO: Yampa Valley",2
807,3,HGR,5.0,9.0,0.5555555555555556,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",4
808,3,HIB,2.0,53.0,0.03773584905660377,"Hibbing, MN: Range Regional",1
809,3,HLN,5.0,145.0,0.034482758620689655,"Helena, MT: Helena Regional",1
810,3,HNL,397.0,4140.0,0.09589371980676328,"Honolulu, HI: Daniel K Inouye International",2
811,3,HOB,0.0,57.0,0.0,"Hobbs, NM: Lea County Regional",0
812,3,HOU,1117.0,4865.0,0.22959917780061664,"Houston, TX: William P Hobby",2
813,3,HPN,177.0,805.0,0.21987577639751552,"White Plains, NY: Westchester County",2
814,3,HRL,41.0,319.0,0.12852664576802508,"Harlingen/San Benito, TX: Valley International",2
815,3,HSV,92.0,709.0,0.12976022566995768,"Huntsville, AL: Huntsville International-Carl T Jones Field",2
816,3,HTS,11.0,29.0,0.3793103448275862,"Ashland, WV: Tri-State/Milton J. Ferguson Field",4
817,3,HVN,8.0,88.0,0.09090909090909091,"New Haven, CT: Tweed New Haven",2
818,3,HYS,3.0,53.0,0.05660377358490566,"Hays, KS: Hays Regional",1
819,3,IAD,622.0,5432.0,0.11450662739322533,"Washington, DC: Washington Dulles International",2
820,3,IAG,20.0,111.0,0.18018018018018017,"Niagara Falls, NY: Niagara Falls International",2
821,3,IAH,1509.0,14738.0,0.10238838376984666,"Houston, TX: George Bush Intercontinental/Houston",2
822,3,ICT,78.0,844.0,0.0924170616113744,"Wichita, KS: Wichita Dwight D Eisenhower National",2
823,3,IDA,21.0,203.0,0.10344827586206896,"Idaho Falls, ID: Idaho Falls Regional",2
824,3,ILM,86.0,512.0,0.16796875,"Wilmington, NC: Wilmington International",2
825,3,IMT,6.0,57.0,0.10526315789473684,"Iron Mountain/Kingsfd, MI: Ford",2
826,3,IND,510.0,4213.0,0.12105388084500356,"Indianapolis, IN: Indianapolis International",2
827,3,INL,6.0,54.0,0.1111111111111111,"International Falls, MN: Falls International Einarson Field",2
828,3,ISN,20.0,106.0,0.18867924528301888,"Williston, ND: Sloulin Field International",2
829,3,ISP,92.0,586.0,0.15699658703071673,"Islip, NY: Long Island MacArthur",2
830,3,ITH,14.0,88.0,0.1590909090909091,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",2
831,3,ITO,52.0,537.0,0.09683426443202979,"Hilo, HI: Hilo International",2
832,3,JAC,72.0,388.0,0.18556701030927836,"Jackson, WY: Jackson Hole",2
833,3,JAN,52.0,620.0,0.08387096774193549,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",2
834,3,JAX,340.0,2429.0,0.1399752984767394,"Jacksonville, FL: Jacksonville International",2
835,3,JFK,1960.0,10793.0,0.18159918465672195,"New York, NY: John F. Kennedy International",2
836,3,JLN,8.0,65.0,0.12307692307692308,"Joplin, MO: Joplin Regional",2
837,3,JMS,7.0,84.0,0.08333333333333333,"Jamestown, ND: Jamestown Regional",2
838,3,JNU,17.0,327.0,0.05198776758409786,"Juneau, AK: Juneau International",1
839,3,KOA,197.0,1309.0,0.15049656226126815,"Kona, HI: Ellison Onizuka Kona International at Keahole",2
840,3,KTN,10.0,181.0,0.055248618784530384,"Ketchikan, AK: Ketchikan International",1
841,3,LAN,31.0,354.0,0.08757062146892655,"Lansing, MI: Capital Region International",2
842,3,LAR,1.0,53.0,0.018867924528301886,"Laramie, WY: Laramie Regional",1
843,3,LAS,2936.0,13621.0,0.2155495191248807,"Las Vegas, NV: McCarran International",2
844,3,LAW,13.0,116.0,0.11206896551724138,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",2
845,3,LAX,4323.0,18574.0,0.2327446968881232,"Los Angeles, CA: Los Angeles International",2
846,3,LBB,69.0,543.0,0.1270718232044199,"Lubbock, TX: Lubbock Preston Smith International",2
847,3,LBE,24.0,122.0,0.19672131147540983,"Latrobe, PA: Arnold Palmer Regional",2
848,3,LBF,5.0,52.0,0.09615384615384616,"North Platte, NE: North Platte Regional Airport Lee Bird Field",2
849,3,LBL,5.0,53.0,0.09433962264150944,"Liberal, KS: Liberal Mid-America Regional",2
850,3,LCH,9.0,150.0,0.06,"Lake Charles, LA: Lake Charles Regional",1
851,3,LCK,38.0,121.0,0.3140495867768595,"Columbus, OH: Rickenbacker International",4
852,3,LEX,105.0,746.0,0.14075067024128687,"Lexington, KY: Blue Grass",2
853,3,LFT,30.0,389.0,0.07712082262210797,"Lafayette, LA: Lafayette Regional Paul Fournet Field",1
854,3,LGA,2655.0,14723.0,0.18033009576852543,"New York, NY: LaGuardia",2
855,3,LGB,393.0,1536.0,0.255859375,"Long Beach, CA: Long Beach Airport",3
856,3,LIH,133.0,1216.0,0.109375,"Lihue, HI: Lihue Airport",2
857,3,LIT,107.0,1133.0,0.09443954104148279,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",2
858,3,LNK,12.0,145.0,0.08275862068965517,"Lincoln, NE: Lincoln Airport",1
859,3,LRD,34.0,216.0,0.1574074074074074,"Laredo, TX: Laredo International",2
860,3,LSE,15.0,181.0,0.08287292817679558,"La Crosse, WI: La Crosse Regional",1
861,3,LWS,5.0,55.0,0.09090909090909091,"Lewiston, ID: Lewiston Nez Perce County",2
862,3,LYH,13.0,90.0,0.14444444444444443,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",2
863,3,MAF,82.0,760.0,0.10789473684210527,"Midland/Odessa, TX: Midland International Air and Space Port",2
864,3,MBS,16.0,260.0,0.06153846153846154,"Saginaw/Bay City/Midland, MI: MBS International",1
865,3,MCI,621.0,4745.0,0.1308746048472076,"Kansas City, MO: Kansas City International",2
866,3,MCO,2188.0,12916.0,0.16940229173118612,"Orlando, FL: Orlando International",2
867,3,MDT,52.0,509.0,0.10216110019646366,"Harrisburg, PA: Harrisburg International",2
868,3,MDW,1750.0,7327.0,0.23884263682271054,"Chicago, IL: Chicago Midway International",3
869,3,MEI,17.0,93.0,0.1827956989247312,"Meridian, MS: Key Field",2
870,3,MEM,236.0,1915.0,0.12323759791122715,"Memphis, TN: Memphis International",2
871,3,MFE,40.0,354.0,0.11299435028248588,"Mission/McAllen/Edinburg, TX: McAllen Miller International",2
872,3,MFR,54.0,266.0,0.20300751879699247,"Medford, OR: Rogue Valley International - Medford",2
873,3,MGM,57.0,356.0,0.1601123595505618,"Montgomery, AL: Montgomery Regional",2
874,3,MHK,11.0,151.0,0.0728476821192053,"Manhattan/Ft. Riley, KS: Manhattan Regional",1
875,3,MHT,140.0,963.0,0.14537902388369678,"Manchester, NH: Manchester-Boston Regional",2
876,3,MIA,1097.0,7933.0,0.1382831211395437,"Miami, FL: Miami International",2
877,3,MKE,362.0,3109.0,0.11643615310389192,"Milwaukee, WI: General Mitchell International",2
878,3,MKG,2.0,62.0,0.03225806451612903,"Muskegon, MI: Muskegon County",1
879,3,MLB,29.0,266.0,0.10902255639097744,"Melbourne, FL: Melbourne International",2
880,3,MLI,53.0,440.0,0.12045454545454545,"Moline, IL: Quad City International",2
881,3,MLU,25.0,237.0,0.10548523206751055,"Monroe, LA: Monroe Regional",2
882,3,MMH,7.0,31.0,0.22580645161290322,"Mammoth Lakes, CA: Mammoth Lakes Airport",2
883,3,MOB,59.0,549.0,0.10746812386156648,"Mobile, AL: Mobile Regional",2
884,3,MOT,22.0,196.0,0.11224489795918367,"Minot, ND: Minot International",2
885,3,MQT,16.0,118.0,0.13559322033898305,"Marquette, MI: Sawyer International",2
886,3,MRY,42.0,279.0,0.15053763440860216,"Monterey, CA: Monterey Regional",2
887,3,MSN,126.0,1027.0,0.12268743914313535,"Madison, WI: Dane County Regional-Truax Field",2
888,3,MSO,11.0,169.0,0.0650887573964497,"Missoula, MT: Missoula International",1
889,3,MSP,1649.0,13578.0,0.12144645750478715,"Minneapolis, MN: Minneapolis-St Paul International",2
890,3,MSY,857.0,5043.0,0.16993852865357922,"New Orleans, LA: Louis Armstrong New Orleans International",2
891,3,MTJ,23.0,202.0,0.11386138613861387,"Montrose/Delta, CO: Montrose Regional",2
892,3,MYR,117.0,775.0,0.15096774193548387,"Myrtle Beach, SC: Myrtle Beach International",2
893,3,OAJ,43.0,276.0,0.15579710144927536,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",2
894,3,OAK,1131.0,4128.0,0.27398255813953487,"Oakland, CA: Metropolitan Oakland International",3
895,3,OGD,2.0,11.0,0.18181818181818182,"Ogden, UT: Ogden-Hinckley",2
896,3,OGG,262.0,2232.0,0.11738351254480286,"Kahului, HI: Kahului Airport",2
897,3,OGS,8.0,18.0,0.4444444444444444,"Ogdensburg, NY: Ogdensburg International",4
898,3,OKC,181.0,1834.0,0.09869138495092694,"Oklahoma City, OK: Will Rogers World",2
899,3,OMA,228.0,2018.0,0.11298315163528246,"Omaha, NE: Eppley Airfield",2
900,3,OME,15.0,62.0,0.24193548387096775,"Nome, AK: Nome Airport",3
901,3,ONT,288.0,1714.0,0.16802800466744458,"Ontario, CA: Ontario International",2
902,3,ORD,3681.0,26730.0,0.1377104377104377,"Chicago, IL: Chicago O'Hare International",2
903,3,ORF,262.0,1744.0,0.15022935779816513,"Norfolk, VA: Norfolk International",2
904,3,ORH,13.0,62.0,0.20967741935483872,"Worcester, MA: Worcester Regional",2
905,3,OTH,10.0,28.0,0.35714285714285715,"North Bend/Coos Bay, OR: Southwest Oregon Regional",4
906,3,OTZ,11.0,62.0,0.1774193548387097,"Kotzebue, AK: Ralph Wien Memorial",2
907,3,OWB,3.0,9.0,0.3333333333333333,"Owensboro, KY: Owensboro Daviess County Regional",4
908,3,PAH,7.0,62.0,0.11290322580645161,"Paducah, KY: Barkley Regional",2
909,3,PBG,29.0,111.0,0.26126126126126126,"Plattsburgh, NY: Plattsburgh International",3
910,3,PBI,634.0,2793.0,0.22699606158252775,"West Palm Beach/Palm Beach, FL: Palm Beach International",2
911,3,PDX,602.0,5141.0,0.11709784088698696,"Portland, OR: Portland International",2
912,3,PGD,94.0,617.0,0.15235008103727715,"Punta Gorda, FL: Punta Gorda Airport",2
913,3,PHF,29.0,247.0,0.11740890688259109,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",2
914,3,PHL,1580.0,9675.0,0.16330749354005167,"Philadelphia, PA: Philadelphia International",2
915,3,PHX,2671.0,16064.0,0.16627241035856574,"Phoenix, AZ: Phoenix Sky Harbor International",2
916,3,PIA,67.0,461.0,0.14533622559652928,"Peoria, IL: General Downing - Peoria International",2
917,3,PIB,7.0,62.0,0.11290322580645161,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",2
918,3,PIE,95.0,769.0,0.1235370611183355,"St. Petersburg, FL: St Pete Clearwater International",2
919,3,PIH,6.0,118.0,0.05084745762711865,"Pocatello, ID: Pocatello Regional",1
920,3,PIT,531.0,4115.0,0.1290400972053463,"Pittsburgh, PA: Pittsburgh International",2
921,3,PLN,8.0,75.0,0.10666666666666667,"Pellston, MI: Pellston Regional Airport of Emmet County",2
922,3,PNS,87.0,879.0,0.09897610921501707,"Pensacola, FL: Pensacola International",2
923,3,PPG,2.0,9.0,0.2222222222222222,"Pago Pago, TT: Pago Pago International",2
