,origin,destination,Route pair,DELAYS15,CANCELLED
1089,DFW,SAV,DFWSAV,10,0
1090,DFW,SBA,DFWSBA,5,0
1091,DFW,SDF,DFWSDF,33,0
1092,DFW,SEA,DFWSEA,43,0
1093,DFW,SFO,DFWSFO,81,2
1094,DFW,SGF,DFWSGF,22,0
1095,DFW,SHV,DFWSHV,20,0
1096,DFW,SJC,DFWSJC,28,0
1097,DFW,SJT,DFWSJT,17,2
1098,DFW,SJU,DFWSJU,8,0
1099,DFW,SLC,DFWSLC,52,0
1100,DFW,SMF,DFWSMF,31,0
1101,DFW,SNA,DFWSNA,44,0
1102,DFW,SPS,DFWSPS,5,6
1103,DFW,STL,DFWSTL,29,3
1104,DFW,TPA,DFWTPA,40,1
1105,DFW,TUL,DFWTUL,45,1
1106,DFW,TUS,DFWTUS,45,0
1107,DFW,TXK,DFWTXK,5,0
1108,DFW,TYR,DFWTYR,12,1
1109,DFW,TYS,DFWTYS,18,2
1110,DFW,VPS,DFWVPS,20,1
1111,DFW,XNA,DFWXNA,28,1
1112,DHN,ATL,DHNATL,16,1
1113,DLH,MSP,DLHMSP,22,2
1114,DRO,DEN,DRODEN,13,1
1115,DRO,PHX,DROPHX,13,2
1116,DSM,ATL,DSMATL,9,0
1117,DSM,DCA,DSMDCA,5,5
1118,DSM,DEN,DSMDEN,32,3
1119,DSM,DFW,DSMDFW,17,1
1120,DSM,DTW,DSMDTW,15,2
1121,DSM,IAH,DSMIAH,10,2
1122,DSM,LGA,DSMLGA,16,0
1123,DSM,MSP,DSMMSP,12,0
1124,DSM,ORD,DSMORD,58,41
1125,DSM,PHX,DSMPHX,13,0
1126,DSM,SLC,DSMSLC,1,0
1127,DTW,ABE,DTWABE,13,2
1128,DTW,ALB,DTWALB,5,4
1129,DTW,ATL,DTWATL,54,13
1130,DTW,ATW,DTWATW,25,3
1131,DTW,AVP,DTWAVP,10,3
1132,DTW,AZO,DTWAZO,13,3
1133,DTW,BDL,DTWBDL,18,1
1134,DTW,BGM,DTWBGM,12,6
1135,DTW,BHM,DTWBHM,1,0
1136,DTW,BNA,DTWBNA,26,9
1137,DTW,BOS,DTWBOS,70,9
1138,DTW,BTV,DTWBTV,17,3
1139,DTW,BUF,DTWBUF,14,6
1140,DTW,BWI,DTWBWI,24,16
1141,DTW,CHA,DTWCHA,3,1
1142,DTW,CHS,DTWCHS,0,0
1143,DTW,CID,DTWCID,16,2
1144,DTW,CLE,DTWCLE,25,4
1145,DTW,CLT,DTWCLT,46,6
1146,DTW,CMH,DTWCMH,28,7
1147,DTW,CVG,DTWCVG,24,1
1148,DTW,CWA,DTWCWA,7,3
1149,DTW,DAY,DTWDAY,22,1
1150,DTW,DCA,DTWDCA,39,9
1151,DTW,DEN,DTWDEN,41,3
1152,DTW,DFW,DTWDFW,59,6
1153,DTW,DSM,DTWDSM,16,2
1154,DTW,ELM,DTWELM,0,0
1155,DTW,ERI,DTWERI,16,1
1156,DTW,EVV,DTWEVV,8,2
1157,DTW,EWR,DTWEWR,93,11
1158,DTW,FLL,DTWFLL,25,1
1159,DTW,FWA,DTWFWA,17,1
1160,DTW,GRB,DTWGRB,17,3
1161,DTW,GRR,DTWGRR,24,8
1162,DTW,GSO,DTWGSO,21,1
1163,DTW,GSP,DTWGSP,9,2
1164,DTW,HPN,DTWHPN,25,3
1165,DTW,HSV,DTWHSV,3,0
1166,DTW,IAD,DTWIAD,26,8
1167,DTW,IAH,DTWIAH,52,7
1168,DTW,IND,DTWIND,24,4
1169,DTW,ITH,DTWITH,13,1
1170,DTW,JAX,DTWJAX,11,2
1171,DTW,JFK,DTWJFK,20,2
1172,DTW,LAN,DTWLAN,27,4
1173,DTW,LAS,DTWLAS,43,6
1174,DTW,LAX,DTWLAX,45,2
1175,DTW,LEX,DTWLEX,20,2
1176,DTW,LGA,DTWLGA,139,16
1177,DTW,MBS,DTWMBS,13,3
1178,DTW,MCI,DTWMCI,18,1
1179,DTW,MCO,DTWMCO,37,1
1180,DTW,MDT,DTWMDT,20,1
1181,DTW,MDW,DTWMDW,37,15
1182,DTW,MEM,DTWMEM,0,0
1183,DTW,MHT,DTWMHT,9,1
1184,DTW,MIA,DTWMIA,19,2
1185,DTW,MKE,DTWMKE,25,2
1186,DTW,MLI,DTWMLI,9,1
1187,DTW,MSN,DTWMSN,25,1
1188,DTW,MSP,DTWMSP,33,5
1189,DTW,MSY,DTWMSY,14,1
1190,DTW,OKC,DTWOKC,10,1
1191,DTW,OMA,DTWOMA,12,0
1192,DTW,ORD,DTWORD,126,68
1193,DTW,ORF,DTWORF,5,1
1194,DTW,PBI,DTWPBI,7,1
1195,DTW,PDX,DTWPDX,6,1
1196,DTW,PHL,DTWPHL,25,5
1197,DTW,PHX,DTWPHX,26,2
1198,DTW,PIT,DTWPIT,20,1
1199,DTW,PLN,DTWPLN,8,4
1200,DTW,PVD,DTWPVD,6,1
1201,DTW,PWM,DTWPWM,0,0
1202,DTW,RDU,DTWRDU,7,0
1203,DTW,RIC,DTWRIC,10,1
1204,DTW,ROC,DTWROC,16,4
1205,DTW,RSW,DTWRSW,45,1
1206,DTW,SAN,DTWSAN,10,0
1207,DTW,SAT,DTWSAT,12,1
1208,DTW,SBN,DTWSBN,25,4
1209,DTW,SCE,DTWSCE,15,4
1210,DTW,SDF,DTWSDF,8,1
1211,DTW,SEA,DTWSEA,23,1
1212,DTW,SFO,DTWSFO,54,1
1213,DTW,SLC,DTWSLC,19,0
1214,DTW,SRQ,DTWSRQ,1,0
1215,DTW,STL,DTWSTL,10,9
1216,DTW,SWF,DTWSWF,9,1
1217,DTW,SYR,DTWSYR,20,2
1218,DTW,TPA,DTWTPA,27,1
1219,DTW,TVC,DTWTVC,19,8
1220,DTW,TYS,DTWTYS,16,3
1221,EGE,ATL,EGEATL,3,0
1222,EGE,DEN,EGEDEN,23,3
1223,EGE,DFW,EGEDFW,26,3
1224,EGE,EWR,EGEEWR,13,0
1225,EGE,IAH,EGEIAH,2,1
1226,EGE,JFK,EGEJFK,11,0
1227,EGE,LAX,EGELAX,14,1
1228,EGE,LGA,EGELGA,2,0
1229,EGE,MIA,EGEMIA,16,1
1230,EGE,ORD,EGEORD,20,5
1231,EKO,SLC,EKOSLC,2,4
1232,ELM,DTW,ELMDTW,0,0
1233,ELP,ATL,ELPATL,3,1
1234,ELP,AUS,ELPAUS,4,0
1235,ELP,DAL,ELPDAL,14,0
1236,ELP,DEN,ELPDEN,10,1
1237,ELP,DFW,ELPDFW,44,1
1238,ELP,HOU,ELPHOU,18,0
1239,ELP,IAH,ELPIAH,16,0
1240,ELP,LAS,ELPLAS,10,0
1241,ELP,LAX,ELPLAX,12,1
1242,ELP,ORD,ELPORD,18,5
1243,ELP,PHX,ELPPHX,34,0
1244,ELP,SAN,ELPSAN,2,0
1245,ELP,SAT,ELPSAT,9,0
1246,ELP,SLC,ELPSLC,0,0
1247,ERI,DTW,ERIDTW,12,1
1248,EUG,DEN,EUGDEN,13,1
1249,EUG,LAS,EUGLAS,3,0
1250,EUG,LAX,EUGLAX,9,1
1251,EUG,PHX,EUGPHX,8,1
1252,EUG,SFO,EUGSFO,27,8
1253,EUG,SLC,EUGSLC,1,0
1254,EVV,ATL,EVVATL,8,0
1255,EVV,DFW,EVVDFW,5,3
1256,EVV,DTW,EVVDTW,5,2
1257,EVV,ORD,EVVORD,13,10
1258,EWN,ATL,EWNATL,5,1
1259,EWR,ALB,EWRALB,8,4
1260,EWR,ATL,EWRATL,102,4
1261,EWR,AUS,EWRAUS,24,1
1262,EWR,AVL,EWRAVL,0,1
1263,EWR,BGR,EWRBGR,14,5
1264,EWR,BNA,EWRBNA,34,5
1265,EWR,BOS,EWRBOS,106,22
1266,EWR,BQN,EWRBQN,9,0
1267,EWR,BTV,EWRBTV,32,10
1268,EWR,BUF,EWRBUF,5,3
1269,EWR,CHS,EWRCHS,19,0
1270,EWR,CLE,EWRCLE,31,2
1271,EWR,CLT,EWRCLT,62,4
1272,EWR,CMH,EWRCMH,25,2
1273,EWR,CVG,EWRCVG,48,2
1274,EWR,DAY,EWRDAY,13,1
1275,EWR,DCA,EWRDCA,44,16
1276,EWR,DEN,EWRDEN,34,2
1277,EWR,DFW,EWRDFW,49,2
1278,EWR,DTW,EWRDTW,67,11
1279,EWR,EGE,EWREGE,8,0
1280,EWR,FLL,EWRFLL,137,5
1281,EWR,GRR,EWRGRR,18,4
1282,EWR,GSO,EWRGSO,17,4
1283,EWR,GSP,EWRGSP,0,0
1284,EWR,HDN,EWRHDN,0,0
1285,EWR,HNL,EWRHNL,5,0
1286,EWR,IAD,EWRIAD,11,0
1287,EWR,IAH,EWRIAH,36,0
1288,EWR,IND,EWRIND,41,5
1289,EWR,JAX,EWRJAX,27,1
1290,EWR,LAS,EWRLAS,37,0
1291,EWR,LAX,EWRLAX,70,2
1292,EWR,LEX,EWRLEX,3,0
1293,EWR,MCI,EWRMCI,16,1
1294,EWR,MCO,EWRMCO,134,7
1295,EWR,MDW,EWRMDW,27,22
1296,EWR,MEM,EWRMEM,6,0
1297,EWR,MHT,EWRMHT,1,2
1298,EWR,MIA,EWRMIA,60,0
1299,EWR,MKE,EWRMKE,18,0
1300,EWR,MSN,EWRMSN,0,0
1301,EWR,MSP,EWRMSP,63,6
1302,EWR,MSY,EWRMSY,31,1
1303,EWR,MTJ,EWRMTJ,1,0
1304,EWR,MYR,EWRMYR,0,0
1305,EWR,OKC,EWROKC,4,0
1306,EWR,OMA,EWROMA,11,0
1307,EWR,ORD,EWRORD,109,18
1308,EWR,ORF,EWRORF,35,1
1309,EWR,PBI,EWRPBI,90,4
1310,EWR,PDX,EWRPDX,18,0
1311,EWR,PHX,EWRPHX,37,1
1312,EWR,PIT,EWRPIT,67,8
1313,EWR,PVD,EWRPVD,24,3
1314,EWR,PWM,EWRPWM,9,1
1315,EWR,RDU,EWRRDU,47,4
1316,EWR,RIC,EWRRIC,33,7
1317,EWR,ROC,EWRROC,17,5
1318,EWR,RSW,EWRRSW,49,1
1319,EWR,SAN,EWRSAN,19,0
1320,EWR,SAT,EWRSAT,13,1
1321,EWR,SAV,EWRSAV,12,2
1322,EWR,SDF,EWRSDF,29,3
1323,EWR,SEA,EWRSEA,28,2
1324,EWR,SFO,EWRSFO,116,1
1325,EWR,SJC,EWRSJC,10,1
1326,EWR,SJU,EWRSJU,40,3
1327,EWR,SLC,EWRSLC,14,0
1328,EWR,SNA,EWRSNA,14,0
1329,EWR,SRQ,EWRSRQ,8,1
1330,EWR,STL,EWRSTL,34,5
1331,EWR,STT,EWRSTT,3,0
1332,EWR,SYR,EWRSYR,26,5
1333,EWR,TPA,EWRTPA,52,1
1334,EWR,TYS,EWRTYS,14,1
1335,EWR,XNA,EWRXNA,9,0
1336,EYW,ATL,EYWATL,16,0
1337,FAI,ANC,FAIANC,14,6
1338,FAI,SCC,FAISCC,2,0
1339,FAI,SEA,FAISEA,9,1
1340,FAR,DEN,FARDEN,23,2
1341,FAR,MSP,FARMSP,35,5
1342,FAR,ORD,FARORD,29,21
1343,FAT,DEN,FATDEN,15,0
1344,FAT,DFW,FATDFW,14,0
1345,FAT,LAS,FATLAS,8,1
1346,FAT,LAX,FATLAX,37,4
1347,FAT,PHX,FATPHX,29,2
1348,FAT,SAN,FATSAN,8,3
1349,FAT,SFO,FATSFO,24,9
1350,FAT,SLC,FATSLC,10,0
1351,FAY,ATL,FAYATL,25,3
1352,FAY,CLT,FAYCLT,16,2
1353,FCA,DEN,FCADEN,7,1
1354,FCA,MSP,FCAMSP,3,0
1355,FCA,ORD,FCAORD,1,1
1356,FCA,SLC,FCASLC,7,2
1357,FLG,PHX,FLGPHX,14,4
1358,FLL,ALB,FLLALB,19,3
1359,FLL,ATL,FLLATL,117,2
1360,FLL,AUS,FLLAUS,24,1
1361,FLL,BDL,FLLBDL,33,4
1362,FLL,BNA,FLLBNA,46,0
1363,FLL,BOS,FLLBOS,66,11
1364,FLL,BUF,FLLBUF,12,9
1365,FLL,BWI,FLLBWI,67,13
1366,FLL,CLE,FLLCLE,19,4
1367,FLL,CLT,FLLCLT,25,0
1368,FLL,CVG,FLLCVG,13,0
1369,FLL,DCA,FLLDCA,58,9
1370,FLL,DEN,FLLDEN,18,0
1371,FLL,DFW,FLLDFW,40,0
1372,FLL,DTW,FLLDTW,33,2
1373,FLL,EWR,FLLEWR,140,5
1374,FLL,HOU,FLLHOU,21,0
1375,FLL,HPN,FLLHPN,18,3
1376,FLL,IAD,FLLIAD,14,0
1377,FLL,IAH,FLLIAH,15,0
1378,FLL,IND,FLLIND,28,5
1379,FLL,ISP,FLLISP,17,0
1380,FLL,JAX,FLLJAX,42,1
1381,FLL,JFK,FLLJFK,77,5
1382,FLL,LAS,FLLLAS,18,0
1383,FLL,LAX,FLLLAX,37,0
1384,FLL,LGA,FLLLGA,144,6
1385,FLL,LGB,FLLLGB,6,0
1386,FLL,MCI,FLLMCI,16,0
1387,FLL,MCO,FLLMCO,28,0
1388,FLL,MDW,FLLMDW,21,11
1389,FLL,MEM,FLLMEM,2,0
1390,FLL,MKE,FLLMKE,8,3
1391,FLL,MSP,FLLMSP,13,1
1392,FLL,MSY,FLLMSY,17,0
1393,FLL,ORD,FLLORD,63,12
1394,FLL,PHL,FLLPHL,52,2
1395,FLL,PHX,FLLPHX,4,0
1396,FLL,PIT,FLLPIT,10,0
1397,FLL,PVD,FLLPVD,14,3
1398,FLL,RDU,FLLRDU,30,0
1399,FLL,RIC,FLLRIC,18,1
1400,FLL,SJU,FLLSJU,61,0
1401,FLL,SLC,FLLSLC,7,0
1402,FLL,STL,FLLSTL,23,0
1403,FLL,SWF,FLLSWF,11,0
1404,FLL,SYR,FLLSYR,9,2
1405,FLL,TPA,FLLTPA,49,0
1406,FNT,ATL,FNTATL,5,1
1407,FNT,ORD,FNTORD,22,18
1408,FSD,ATL,FSDATL,1,0
1409,FSD,DEN,FSDDEN,19,3
1410,FSD,MSP,FSDMSP,24,1
1411,FSD,ORD,FSDORD,27,26
1412,FSM,ATL,FSMATL,5,0
1413,FSM,DFW,FSMDFW,10,1
1414,FWA,ATL,FWAATL,21,2
1415,FWA,DFW,FWADFW,17,1
1416,FWA,DTW,FWADTW,8,1
1417,FWA,MSP,FWAMSP,1,0
1418,FWA,ORD,FWAORD,44,25
1419,GCC,DEN,GCCDEN,12,0
1420,GEG,BOI,GEGBOI,7,0
1421,GEG,DEN,GEGDEN,18,0
1422,GEG,LAS,GEGLAS,9,0
1423,GEG,LAX,GEGLAX,1,0
1424,GEG,MSP,GEGMSP,7,0
1425,GEG,OAK,GEGOAK,2,1
1426,GEG,ORD,GEGORD,3,5
1427,GEG,PHX,GEGPHX,9,1
1428,GEG,SAN,GEGSAN,7,1
1429,GEG,SEA,GEGSEA,12,1
1430,GEG,SLC,GEGSLC,14,0
1431,GEG,SMF,GEGSMF,3,0
1432,GFK,MSP,GFKMSP,27,10
1433,GGG,DFW,GGGDFW,2,0
1434,GJT,DEN,GJTDEN,12,0
1435,GJT,DFW,GJTDFW,6,0
1436,GJT,LAX,GJTLAX,0,0
1437,GJT,PHX,GJTPHX,4,0
1438,GJT,SLC,GJTSLC,4,0
1439,GNV,ATL,GNVATL,27,2
1440,GPT,ATL,GPTATL,16,1
1441,GPT,DFW,GPTDFW,7,2
1442,GPT,IAH,GPTIAH,5,3
1443,GRB,ATL,GRBATL,2,0
1444,GRB,DTW,GRBDTW,12,3
1445,GRB,MSP,GRBMSP,16,1
1446,GRB,ORD,GRBORD,41,24
1447,GRK,DFW,GRKDFW,23,3
1448,GRK,IAH,GRKIAH,7,0
1449,GRR,ATL,GRRATL,22,0
1450,GRR,DCA,GRRDCA,23,9
1451,GRR,DEN,GRRDEN,9,3
1452,GRR,DFW,GRRDFW,21,4
1453,GRR,DTW,GRRDTW,25,8
1454,GRR,EWR,GRREWR,17,2
1455,GRR,IAH,GRRIAH,4,3
1456,GRR,LGA,GRRLGA,29,2
1457,GRR,MCO,GRRMCO,11,4
1458,GRR,MSP,GRRMSP,21,1
1459,GRR,ORD,GRRORD,73,48
1460,GSO,ATL,GSOATL,13,0
1461,GSO,CLT,GSOCLT,32,9
1462,GSO,DFW,GSODFW,3,1
1463,GSO,DTW,GSODTW,9,1
1464,GSO,EWR,GSOEWR,17,3
1465,GSO,IAD,GSOIAD,0,0
1466,GSO,LGA,GSOLGA,52,4
1467,GSO,MCO,GSOMCO,2,0
1468,GSO,MIA,GSOMIA,3,1
1469,GSO,ORD,GSOORD,15,18
1470,GSP,ATL,GSPATL,26,3
1471,GSP,CLT,GSPCLT,29,1
1472,GSP,DFW,GSPDFW,10,0
1473,GSP,DTW,GSPDTW,3,2
1474,GSP,EWR,GSPEWR,5,0
1475,GSP,IAD,GSPIAD,12,3
1476,GSP,IAH,GSPIAH,4,2
1477,GSP,LGA,GSPLGA,19,2
1478,GSP,MCO,GSPMCO,0,0
1479,GSP,ORD,GSPORD,13,16
1480,GTF,MSP,GTFMSP,6,0
1481,GTF,SLC,GTFSLC,9,0
1482,GTR,ATL,GTRATL,3,1
1483,GUC,DFW,GUCDFW,9,0
1484,HDN,ATL,HDNATL,4,0
1485,HDN,DEN,HDNDEN,8,1
1486,HDN,DFW,HDNDFW,10,0
1487,HDN,EWR,HDNEWR,3,0
1488,HDN,IAH,HDNIAH,2,1
1489,HDN,MSP,HDNMSP,4,1
1490,HDN,ORD,HDNORD,14,5
1491,HLN,MSP,HLNMSP,2,0
1492,HLN,SLC,HLNSLC,6,0
1493,HNL,ANC,HNLANC,4,0
1494,HNL,ATL,HNLATL,3,0
1495,HNL,DEN,HNLDEN,2,0
1496,HNL,DFW,HNLDFW,2,0
1497,HNL,EWR,HNLEWR,4,0
1498,HNL,IAH,HNLIAH,4,0
1499,HNL,ITO,HNLITO,22,0
1500,HNL,KOA,HNLKOA,24,1
1501,HNL,LAS,HNLLAS,7,0
1502,HNL,LAX,HNLLAX,47,0
1503,HNL,LIH,HNLLIH,24,0
1504,HNL,MSP,HNLMSP,4,0
1505,HNL,OAK,HNLOAK,20,1
1506,HNL,OGG,HNLOGG,42,0
1507,HNL,ORD,HNLORD,6,0
1508,HNL,PDX,HNLPDX,16,0
1509,HNL,PHX,HNLPHX,11,0
1510,HNL,SAN,HNLSAN,9,0
1511,HNL,SEA,HNLSEA,30,1
1512,HNL,SFO,HNLSFO,25,1
1513,HNL,SJC,HNLSJC,11,0
1514,HNL,SLC,HNLSLC,1,0
1515,HNL,SMF,HNLSMF,4,0
1516,HOU,ABQ,HOUABQ,9,0
1517,HOU,ATL,HOUATL,46,2
1518,HOU,AUS,HOUAUS,23,0
1519,HOU,BHM,HOUBHM,14,0
1520,HOU,BNA,HOUBNA,22,2
1521,HOU,BWI,HOUBWI,18,1
1522,HOU,CRP,HOUCRP,18,0
1523,HOU,DAL,HOUDAL,87,20
1524,HOU,DEN,HOUDEN,42,0
1525,HOU,DFW,HOUDFW,36,3
1526,HOU,ELP,HOUELP,20,0
1527,HOU,FLL,HOUFLL,18,0
1528,HOU,HRL,HOUHRL,29,0
1529,HOU,JAX,HOUJAX,10,0
1530,HOU,JFK,HOUJFK,8,1
1531,HOU,LAS,HOULAS,23,0
1532,HOU,LAX,HOULAX,39,0
1533,HOU,MAF,HOUMAF,13,0
1534,HOU,MCO,HOUMCO,21,0
1535,HOU,MDW,HOUMDW,31,19
1536,HOU,MSY,HOUMSY,46,0
1537,HOU,OAK,HOUOAK,12,1
1538,HOU,OKC,HOUOKC,22,2
1539,HOU,PHL,HOUPHL,1,0
1540,HOU,PHX,HOUPHX,20,2
1541,HOU,SAN,HOUSAN,10,0
1542,HOU,SAT,HOUSAT,23,0
1543,HOU,STL,HOUSTL,21,7
1544,HOU,TPA,HOUTPA,23,0
1545,HOU,TUL,HOUTUL,12,0
1546,HPN,ATL,HPNATL,13,4
1547,HPN,DTW,HPNDTW,18,4
1548,HPN,FLL,HPNFLL,15,3
1549,HPN,MCO,HPNMCO,15,4
1550,HPN,ORD,HPNORD,9,13
1551,HPN,PBI,HPNPBI,30,5
1552,HPN,RSW,HPNRSW,7,1
1553,HPN,TPA,HPNTPA,10,1
1554,HRL,AUS,HRLAUS,7,0
1555,HRL,DAL,HRLDAL,1,0
1556,HRL,HOU,HRLHOU,13,0
1557,HRL,IAH,HRLIAH,10,0
1558,HSV,ATL,HSVATL,14,1
1559,HSV,CLT,HSVCLT,13,0
1560,HSV,DCA,HSVDCA,14,4
1561,HSV,DEN,HSVDEN,4,0
1562,HSV,DFW,HSVDFW,17,6
1563,HSV,DTW,HSVDTW,0,0
1564,HSV,IAD,HSVIAD,11,4
1565,HSV,IAH,HSVIAH,4,0
1566,HSV,MCO,HSVMCO,2,0
1567,HSV,ORD,HSVORD,7,7
1568,IAD,ATL,IADATL,36,4
1569,IAD,AUS,IADAUS,16,1
1570,IAD,BDL,IADBDL,15,7
1571,IAD,BNA,IADBNA,18,3
1572,IAD,BOS,IADBOS,13,10
1573,IAD,BTV,IADBTV,11,3
1574,IAD,BUF,IADBUF,2,9
1575,IAD,CAE,IADCAE,3,0
1576,IAD,CHS,IADCHS,10,4
1577,IAD,CLE,IADCLE,17,7
1578,IAD,CLT,IADCLT,40,6
1579,IAD,CVG,IADCVG,9,7
1580,IAD,DEN,IADDEN,21,1
1581,IAD,DFW,IADDFW,24,2
1582,IAD,DTW,IADDTW,20,7
1583,IAD,EWR,IADEWR,15,0
1584,IAD,FLL,IADFLL,7,1
1585,IAD,GSO,IADGSO,2,0
1586,IAD,GSP,IADGSP,13,3
1587,IAD,HSV,IADHSV,0,1
1588,IAD,IAH,IADIAH,13,2
1589,IAD,JAX,IADJAX,7,2
1590,IAD,JFK,IADJFK,21,0
1591,IAD,LAS,IADLAS,13,0
1592,IAD,LAX,IADLAX,22,0
1593,IAD,LGA,IADLGA,32,6
1594,IAD,MCI,IADMCI,13,2
1595,IAD,MCO,IADMCO,15,2
1596,IAD,MIA,IADMIA,1,0
1597,IAD,MSP,IADMSP,15,2
1598,IAD,MSY,IADMSY,3,1
1599,IAD,OKC,IADOKC,4,1
1600,IAD,ORD,IADORD,29,2
1601,IAD,ORF,IADORF,14,4
1602,IAD,PDX,IADPDX,0,0
1603,IAD,PHL,IADPHL,1,0
1604,IAD,PHX,IADPHX,5,0
1605,IAD,PIT,IADPIT,13,4
1606,IAD,PVD,IADPVD,3,1
1607,IAD,PWM,IADPWM,11,2
1608,IAD,RDU,IADRDU,13,3
1609,IAD,ROC,IADROC,10,3
1610,IAD,SAN,IADSAN,9,0
1611,IAD,SAT,IADSAT,9,0
1612,IAD,SAV,IADSAV,7,1
1613,IAD,SEA,IADSEA,14,0
1614,IAD,SFO,IADSFO,64,2
1615,IAD,SJU,IADSJU,1,0
1616,IAD,SLC,IADSLC,2,0
1617,IAD,SMF,IADSMF,1,0
1618,IAD,STT,IADSTT,5,0
1619,IAD,SYR,IADSYR,10,1
1620,IAD,TPA,IADTPA,10,0
1621,IAD,TYS,IADTYS,13,3
1622,IAH,ABQ,IAHABQ,15,1
1623,IAH,AEX,IAHAEX,13,0
1624,IAH,AMA,IAHAMA,8,0
1625,IAH,ATL,IAHATL,63,1
1626,IAH,AUS,IAHAUS,30,0
1627,IAH,BDL,IAHBDL,4,1
1628,IAH,BHM,IAHBHM,16,0
1629,IAH,BNA,IAHBNA,24,0
1630,IAH,BOS,IAHBOS,17,0
1631,IAH,BRO,IAHBRO,11,0
1632,IAH,BTR,IAHBTR,22,2
1633,IAH,BWI,IAHBWI,9,0
1634,IAH,CAE,IAHCAE,6,0
1635,IAH,CHS,IAHCHS,10,0
1636,IAH,CLE,IAHCLE,15,0
1637,IAH,CLL,IAHCLL,5,0
1638,IAH,CLT,IAHCLT,43,0
1639,IAH,CMH,IAHCMH,22,1
1640,IAH,COS,IAHCOS,15,2
1641,IAH,CRP,IAHCRP,22,0
1642,IAH,CRW,IAHCRW,0,0
1643,IAH,CVG,IAHCVG,19,0
1644,IAH,DAY,IAHDAY,7,1
1645,IAH,DCA,IAHDCA,33,5
1646,IAH,DEN,IAHDEN,42,0
1647,IAH,DFW,IAHDFW,70,2
1648,IAH,DSM,IAHDSM,9,0
1649,IAH,DTW,IAHDTW,49,6
1650,IAH,EGE,IAHEGE,1,1
1651,IAH,ELP,IAHELP,13,0
1652,IAH,EWR,IAHEWR,88,0
1653,IAH,FLL,IAHFLL,18,0
1654,IAH,GPT,IAHGPT,9,2
1655,IAH,GRK,IAHGRK,8,0
1656,IAH,GRR,IAHGRR,3,3
1657,IAH,GSP,IAHGSP,4,2
1658,IAH,HDN,IAHHDN,1,0
1659,IAH,HNL,IAHHNL,5,0
1660,IAH,HRL,IAHHRL,11,0
1661,IAH,HSV,IAHHSV,8,0
1662,IAH,IAD,IAHIAD,16,0
1663,IAH,ICT,IAHICT,13,2
1664,IAH,IND,IAHIND,11,1
1665,IAH,JAN,IAHJAN,16,3
1666,IAH,JAX,IAHJAX,13,1
1667,IAH,LAS,IAHLAS,26,0
1668,IAH,LAX,IAHLAX,47,0
1669,IAH,LBB,IAHLBB,11,0
1670,IAH,LCH,IAHLCH,13,1
1671,IAH,LEX,IAHLEX,7,0
1672,IAH,LFT,IAHLFT,24,2
1673,IAH,LGA,IAHLGA,111,2
1674,IAH,LIT,IAHLIT,23,1
1675,IAH,LRD,IAHLRD,8,0
1676,IAH,MAF,IAHMAF,22,0
1677,IAH,MCI,IAHMCI,24,3
1678,IAH,MCO,IAHMCO,16,0
1679,IAH,MEM,IAHMEM,24,0
1680,IAH,MFE,IAHMFE,25,1
1681,IAH,MIA,IAHMIA,33,1
1682,IAH,MKE,IAHMKE,15,0
1683,IAH,MLU,IAHMLU,7,1
1684,IAH,MOB,IAHMOB,20,0
1685,IAH,MSP,IAHMSP,37,0
1686,IAH,MSY,IAHMSY,37,0
1687,IAH,MTJ,IAHMTJ,6,0
1688,IAH,OKC,IAHOKC,37,1
1689,IAH,OMA,IAHOMA,10,1
1690,IAH,ORD,IAHORD,79,26
1691,IAH,ORF,IAHORF,9,0
1692,IAH,PBI,IAHPBI,2,0
1693,IAH,PDX,IAHPDX,10,0
1694,IAH,PHL,IAHPHL,17,0
1695,IAH,PHX,IAHPHX,31,0
1696,IAH,PIT,IAHPIT,19,0
1697,IAH,PNS,IAHPNS,17,1
1698,IAH,PSP,IAHPSP,13,0
1699,IAH,RDU,IAHRDU,14,0
1700,IAH,RIC,IAHRIC,6,1
1701,IAH,RNO,IAHRNO,2,0
1702,IAH,RSW,IAHRSW,10,0
1703,IAH,SAN,IAHSAN,22,0
1704,IAH,SAT,IAHSAT,25,1
1705,IAH,SAV,IAHSAV,9,0
1706,IAH,SDF,IAHSDF,16,0
1707,IAH,SEA,IAHSEA,21,0
1708,IAH,SFO,IAHSFO,79,0
1709,IAH,SHV,IAHSHV,13,1
1710,IAH,SJC,IAHSJC,2,0
1711,IAH,SJU,IAHSJU,12,0
1712,IAH,SLC,IAHSLC,38,0
1713,IAH,SMF,IAHSMF,11,0
1714,IAH,SNA,IAHSNA,16,0
1715,IAH,STL,IAHSTL,21,4
1716,IAH,TPA,IAHTPA,10,0
1717,IAH,TUL,IAHTUL,29,2
1718,IAH,TUS,IAHTUS,18,0
1719,IAH,TYS,IAHTYS,10,0
1720,IAH,VPS,IAHVPS,8,3
1721,IAH,XNA,IAHXNA,20,2
1722,ICT,ATL,ICTATL,4,0
1723,ICT,DEN,ICTDEN,6,0
1724,ICT,DFW,ICTDFW,31,4
1725,ICT,IAH,ICTIAH,13,2
1726,ICT,MSP,ICTMSP,6,0
1727,ICT,ORD,ICTORD,24,28
1728,ICT,PHX,ICTPHX,2,0
1729,ICT,STL,ICTSTL,3,2
1730,IDA,SLC,IDASLC,8,0
