,origin,destination,Route pair,DELAYS15,CANCELLED
2379,MIA,MEM,MIAMEM,6,0
2380,MIA,MSP,MIAMSP,28,1
2381,MIA,MSY,MIAMSY,15,0
2382,MIA,ORD,MIAORD,84,25
2383,MIA,ORF,MIAORF,12,0
2384,MIA,PHL,MIAPHL,38,0
2385,MIA,PHX,MIAPHX,11,1
2386,MIA,PIT,MIAPIT,10,0
2387,MIA,RDU,MIARDU,14,0
2388,MIA,RIC,MIARIC,4,1
2389,MIA,SDF,MIASDF,6,0
2390,MIA,SEA,MIASEA,8,0
2391,MIA,SFO,MIASFO,45,1
2392,MIA,SJU,MIASJU,36,0
2393,MIA,STL,MIASTL,12,0
2394,MIA,STT,MIASTT,14,0
2395,MIA,STX,MIASTX,9,0
2396,MIA,TLH,MIATLH,18,3
2397,MIA,TPA,MIATPA,29,0
2398,MKE,ATL,MKEATL,46,6
2399,MKE,BNA,MKEBNA,9,10
2400,MKE,BOS,MKEBOS,16,9
2401,MKE,BWI,MKEBWI,7,8
2402,MKE,CLE,MKECLE,6,6
2403,MKE,CLT,MKECLT,24,7
2404,MKE,DCA,MKEDCA,6,8
2405,MKE,DEN,MKEDEN,18,7
2406,MKE,DFW,MKEDFW,13,9
2407,MKE,DTW,MKEDTW,17,3
2408,MKE,EWR,MKEEWR,22,2
2409,MKE,FLL,MKEFLL,3,3
2410,MKE,IAH,MKEIAH,11,0
2411,MKE,LAS,MKELAS,15,8
2412,MKE,LAX,MKELAX,4,5
2413,MKE,LGA,MKELGA,63,15
2414,MKE,MCI,MKEMCI,8,1
2415,MKE,MCO,MKEMCO,23,5
2416,MKE,MSP,MKEMSP,21,1
2417,MKE,ORD,MKEORD,57,30
2418,MKE,PHX,MKEPHX,14,7
2419,MKE,RSW,MKERSW,16,6
2420,MKE,SAN,MKESAN,5,0
2421,MKE,SEA,MKESEA,8,0
2422,MKE,SLC,MKESLC,0,0
2423,MKE,STL,MKESTL,7,7
2424,MKE,TPA,MKETPA,9,3
2425,MLB,ATL,MLBATL,9,1
2426,MLI,ATL,MLIATL,17,2
2427,MLI,DEN,MLIDEN,7,0
2428,MLI,DFW,MLIDFW,20,10
2429,MLI,DTW,MLIDTW,12,1
2430,MLI,LAS,MLILAS,1,0
2431,MLI,MSP,MLIMSP,5,1
2432,MLI,ORD,MLIORD,32,23
2433,MLU,ATL,MLUATL,13,2
2434,MLU,DFW,MLUDFW,7,1
2435,MLU,IAH,MLUIAH,5,2
2436,MOB,ATL,MOBATL,27,4
2437,MOB,DFW,MOBDFW,12,2
2438,MOB,IAH,MOBIAH,15,0
2439,MOT,MSP,MOTMSP,17,5
2440,MQT,ORD,MQTORD,10,2
2441,MRY,DEN,MRYDEN,12,0
2442,MRY,LAS,MRYLAS,3,0
2443,MRY,LAX,MRYLAX,24,3
2444,MRY,PHX,MRYPHX,7,4
2445,MRY,SAN,MRYSAN,1,0
2446,MRY,SFO,MRYSFO,9,6
2447,MSN,ATL,MSNATL,13,0
2448,MSN,DCA,MSNDCA,7,0
2449,MSN,DEN,MSNDEN,16,3
2450,MSN,DFW,MSNDFW,19,0
2451,MSN,DTW,MSNDTW,13,1
2452,MSN,EWR,MSNEWR,1,0
2453,MSN,LGA,MSNLGA,18,1
2454,MSN,MSP,MSNMSP,18,0
2455,MSN,ORD,MSNORD,46,27
2456,MSO,DEN,MSODEN,4,0
2457,MSO,MSP,MSOMSP,0,0
2458,MSO,SLC,MSOSLC,8,0
2459,MSP,ABQ,MSPABQ,0,0
2460,MSP,ALB,MSPALB,0,0
2461,MSP,ANC,MSPANC,6,0
2462,MSP,ATL,MSPATL,33,4
2463,MSP,ATW,MSPATW,10,0
2464,MSP,AUS,MSPAUS,8,0
2465,MSP,AZO,MSPAZO,5,0
2466,MSP,BDL,MSPBDL,18,0
2467,MSP,BIL,MSPBIL,8,0
2468,MSP,BIS,MSPBIS,16,2
2469,MSP,BJI,MSPBJI,9,2
2470,MSP,BNA,MSPBNA,22,2
2471,MSP,BOI,MSPBOI,12,0
2472,MSP,BOS,MSPBOS,56,8
2473,MSP,BUF,MSPBUF,1,0
2474,MSP,BWI,MSPBWI,21,6
2475,MSP,BZN,MSPBZN,12,0
2476,MSP,CID,MSPCID,6,1
2477,MSP,CLE,MSPCLE,23,2
2478,MSP,CLT,MSPCLT,37,1
2479,MSP,CMH,MSPCMH,14,1
2480,MSP,CVG,MSPCVG,18,0
2481,MSP,CWA,MSPCWA,2,0
2482,MSP,DAY,MSPDAY,7,1
2483,MSP,DCA,MSPDCA,20,10
2484,MSP,DEN,MSPDEN,59,14
2485,MSP,DFW,MSPDFW,42,1
2486,MSP,DLH,MSPDLH,25,2
2487,MSP,DSM,MSPDSM,15,0
2488,MSP,DTW,MSPDTW,25,5
2489,MSP,EWR,MSPEWR,72,5
2490,MSP,FAR,MSPFAR,23,4
2491,MSP,FCA,MSPFCA,6,0
2492,MSP,FLL,MSPFLL,7,1
2493,MSP,FSD,MSPFSD,26,0
2494,MSP,FWA,MSPFWA,2,0
2495,MSP,GEG,MSPGEG,8,0
2496,MSP,GFK,MSPGFK,24,8
2497,MSP,GRB,MSPGRB,19,1
2498,MSP,GRR,MSPGRR,18,1
2499,MSP,GTF,MSPGTF,7,0
2500,MSP,HDN,MSPHDN,0,0
2501,MSP,HLN,MSPHLN,5,0
2502,MSP,HNL,MSPHNL,5,0
2503,MSP,IAD,MSPIAD,20,0
2504,MSP,IAH,MSPIAH,46,2
2505,MSP,ICT,MSPICT,8,0
2506,MSP,IND,MSPIND,16,0
2507,MSP,INL,MSPINL,9,0
2508,MSP,JAC,MSPJAC,0,0
2509,MSP,JAX,MSPJAX,3,0
2510,MSP,JFK,MSPJFK,16,0
2511,MSP,LAN,MSPLAN,1,0
2512,MSP,LAS,MSPLAS,29,0
2513,MSP,LAX,MSPLAX,34,0
2514,MSP,LGA,MSPLGA,66,3
2515,MSP,LNK,MSPLNK,11,0
2516,MSP,LSE,MSPLSE,4,0
2517,MSP,MBS,MSPMBS,1,0
2518,MSP,MCI,MSPMCI,21,1
2519,MSP,MCO,MSPMCO,32,1
2520,MSP,MDW,MSPMDW,48,28
2521,MSP,MEM,MSPMEM,15,0
2522,MSP,MIA,MSPMIA,17,0
2523,MSP,MKE,MSPMKE,19,1
2524,MSP,MLI,MSPMLI,2,1
2525,MSP,MOT,MSPMOT,19,5
2526,MSP,MSN,MSPMSN,21,0
2527,MSP,MSO,MSPMSO,4,0
2528,MSP,OKC,MSPOKC,7,0
2529,MSP,OMA,MSPOMA,22,0
2530,MSP,ORD,MSPORD,115,59
2531,MSP,PDX,MSPPDX,17,0
2532,MSP,PHL,MSPPHL,16,2
2533,MSP,PHX,MSPPHX,43,8
2534,MSP,PIT,MSPPIT,20,0
2535,MSP,PSP,MSPPSP,3,0
2536,MSP,RAP,MSPRAP,25,0
2537,MSP,RDU,MSPRDU,10,0
2538,MSP,RHI,MSPRHI,11,1
2539,MSP,RIC,MSPRIC,9,0
2540,MSP,ROC,MSPROC,4,1
2541,MSP,RST,MSPRST,17,2
2542,MSP,RSW,MSPRSW,19,2
2543,MSP,SAN,MSPSAN,14,0
2544,MSP,SAT,MSPSAT,12,0
2545,MSP,SBN,MSPSBN,1,2
2546,MSP,SDF,MSPSDF,11,0
2547,MSP,SEA,MSPSEA,36,0
2548,MSP,SFO,MSPSFO,62,0
2549,MSP,SJC,MSPSJC,3,0
2550,MSP,SJU,MSPSJU,0,0
2551,MSP,SLC,MSPSLC,19,0
2552,MSP,SMF,MSPSMF,9,0
2553,MSP,SNA,MSPSNA,10,0
2554,MSP,STL,MSPSTL,25,8
2555,MSP,TPA,MSPTPA,28,0
2556,MSP,TUL,MSPTUL,4,1
2557,MSP,TUS,MSPTUS,2,0
2558,MSP,TYS,MSPTYS,7,0
2559,MSP,XNA,MSPXNA,3,0
2560,MSY,ATL,MSYATL,32,2
2561,MSY,AUS,MSYAUS,9,0
2562,MSY,BNA,MSYBNA,21,1
2563,MSY,BOS,MSYBOS,15,3
2564,MSY,BWI,MSYBWI,16,2
2565,MSY,CLE,MSYCLE,2,0
2566,MSY,CLT,MSYCLT,20,0
2567,MSY,CMH,MSYCMH,0,0
2568,MSY,CVG,MSYCVG,3,0
2569,MSY,DAL,MSYDAL,27,2
2570,MSY,DCA,MSYDCA,23,4
2571,MSY,DEN,MSYDEN,19,0
2572,MSY,DFW,MSYDFW,25,0
2573,MSY,DTW,MSYDTW,11,0
2574,MSY,EWR,MSYEWR,43,1
2575,MSY,FLL,MSYFLL,22,0
2576,MSY,HOU,MSYHOU,54,2
2577,MSY,IAD,MSYIAD,7,1
2578,MSY,IAH,MSYIAH,26,0
2579,MSY,IND,MSYIND,1,0
2580,MSY,JFK,MSYJFK,22,1
2581,MSY,LAS,MSYLAS,19,0
2582,MSY,LAX,MSYLAX,36,0
2583,MSY,LGA,MSYLGA,29,0
2584,MSY,MCI,MSYMCI,3,1
2585,MSY,MCO,MSYMCO,28,0
2586,MSY,MDW,MSYMDW,11,10
2587,MSY,MIA,MSYMIA,10,0
2588,MSY,MSP,MSYMSP,6,0
2589,MSY,ORD,MSYORD,41,16
2590,MSY,PHL,MSYPHL,13,0
2591,MSY,PHX,MSYPHX,9,0
2592,MSY,RDU,MSYRDU,6,0
2593,MSY,SAT,MSYSAT,9,0
2594,MSY,SLC,MSYSLC,5,0
2595,MSY,TPA,MSYTPA,17,2
2596,MTJ,ATL,MTJATL,2,0
2597,MTJ,DEN,MTJDEN,4,1
2598,MTJ,DFW,MTJDFW,16,0
2599,MTJ,EWR,MTJEWR,3,0
2600,MTJ,IAH,MTJIAH,6,0
2601,MTJ,LAX,MTJLAX,2,0
2602,MTJ,ORD,MTJORD,7,1
2603,MTJ,SLC,MTJSLC,0,0
2604,MYR,ATL,MYRATL,4,0
2605,MYR,BOS,MYRBOS,5,1
2606,MYR,CLT,MYRCLT,18,1
2607,MYR,EWR,MYREWR,9,0
2608,MYR,LGA,MYRLGA,19,1
2609,MYR,PHL,MYRPHL,3,0
2610,OAJ,ATL,OAJATL,5,1
2611,OAJ,CLT,OAJCLT,23,1
2612,OAK,ABQ,OAKABQ,6,2
2613,OAK,ATL,OAKATL,2,0
2614,OAK,AUS,OAKAUS,6,0
2615,OAK,BNA,OAKBNA,5,0
2616,OAK,BOI,OAKBOI,14,0
2617,OAK,BUR,OAKBUR,48,13
2618,OAK,DEN,OAKDEN,15,0
2619,OAK,DFW,OAKDFW,4,0
2620,OAK,GEG,OAKGEG,9,1
2621,OAK,HNL,OAKHNL,7,1
2622,OAK,HOU,OAKHOU,7,0
2623,OAK,JFK,OAKJFK,3,0
2624,OAK,KOA,OAKKOA,2,0
2625,OAK,LAS,OAKLAS,47,4
2626,OAK,LAX,OAKLAX,82,17
2627,OAK,LGB,OAKLGB,24,0
2628,OAK,MCI,OAKMCI,3,0
2629,OAK,MDW,OAKMDW,9,5
2630,OAK,OGG,OAKOGG,6,0
2631,OAK,ONT,OAKONT,31,2
2632,OAK,PDX,OAKPDX,32,0
2633,OAK,PHX,OAKPHX,32,0
2634,OAK,RNO,OAKRNO,13,0
2635,OAK,SAN,OAKSAN,37,6
2636,OAK,SEA,OAKSEA,43,3
2637,OAK,SLC,OAKSLC,25,1
2638,OAK,SNA,OAKSNA,32,1
2639,OAK,TUS,OAKTUS,1,0
2640,OGG,ANC,OGGANC,0,0
2641,OGG,DEN,OGGDEN,1,0
2642,OGG,DFW,OGGDFW,4,0
2643,OGG,HNL,OGGHNL,56,0
2644,OGG,ITO,OGGITO,3,0
2645,OGG,KOA,OGGKOA,7,0
2646,OGG,LAX,OGGLAX,24,0
2647,OGG,LIH,OGGLIH,5,0
2648,OGG,OAK,OGGOAK,13,0
2649,OGG,PDX,OGGPDX,15,1
2650,OGG,PHX,OGGPHX,4,1
2651,OGG,SAN,OGGSAN,20,0
2652,OGG,SEA,OGGSEA,17,0
2653,OGG,SFO,OGGSFO,29,0
2654,OGG,SLC,OGGSLC,3,0
2655,OGG,SMF,OGGSMF,2,0
2656,OKC,ATL,OKCATL,11,0
2657,OKC,BWI,OKCBWI,2,3
2658,OKC,DAL,OKCDAL,8,3
2659,OKC,DEN,OKCDEN,25,4
2660,OKC,DFW,OKCDFW,42,3
2661,OKC,DTW,OKCDTW,4,1
2662,OKC,EWR,OKCEWR,2,0
2663,OKC,HOU,OKCHOU,16,4
2664,OKC,IAD,OKCIAD,2,1
2665,OKC,IAH,OKCIAH,27,3
2666,OKC,LAS,OKCLAS,6,2
2667,OKC,LAX,OKCLAX,3,0
2668,OKC,MCO,OKCMCO,1,0
2669,OKC,MSP,OKCMSP,4,0
2670,OKC,ORD,OKCORD,48,26
2671,OKC,PHX,OKCPHX,15,1
2672,OKC,SLC,OKCSLC,12,0
2673,OKC,STL,OKCSTL,9,2
2674,OMA,ATL,OMAATL,8,0
2675,OMA,DEN,OMADEN,30,5
2676,OMA,DFW,OMADFW,14,2
2677,OMA,DTW,OMADTW,1,0
2678,OMA,EWR,OMAEWR,26,1
2679,OMA,IAH,OMAIAH,13,3
2680,OMA,LAS,OMALAS,13,2
2681,OMA,MCO,OMAMCO,2,0
2682,OMA,MDW,OMAMDW,18,16
2683,OMA,MSP,OMAMSP,27,0
2684,OMA,ORD,OMAORD,55,31
2685,OMA,PHX,OMAPHX,21,5
2686,OMA,SAN,OMASAN,2,0
2687,OMA,SLC,OMASLC,13,0
2688,OMA,STL,OMASTL,7,4
2689,OME,ANC,OMEANC,5,1
2690,OME,OTZ,OMEOTZ,0,0
2691,ONT,AUS,ONTAUS,1,0
2692,ONT,DEN,ONTDEN,18,0
2693,ONT,DFW,ONTDFW,22,0
2694,ONT,JFK,ONTJFK,4,1
2695,ONT,LAS,ONTLAS,11,0
2696,ONT,OAK,ONTOAK,22,2
2697,ONT,PDX,ONTPDX,1,0
2698,ONT,PHX,ONTPHX,34,5
2699,ONT,SAT,ONTSAT,0,0
2700,ONT,SEA,ONTSEA,3,0
2701,ONT,SFO,ONTSFO,53,19
2702,ONT,SJC,ONTSJC,20,0
2703,ONT,SLC,ONTSLC,9,0
2704,ONT,SMF,ONTSMF,25,0
2705,ORD,ABE,ORDABE,20,8
2706,ORD,ABQ,ORDABQ,30,10
2707,ORD,ALB,ORDALB,38,20
2708,ORD,ANC,ORDANC,4,0
2709,ORD,ASE,ORDASE,59,11
2710,ORD,ATL,ORDATL,127,50
2711,ORD,ATW,ORDATW,22,9
2712,ORD,AUS,ORDAUS,47,21
2713,ORD,AVP,ORDAVP,14,8
2714,ORD,AZO,ORDAZO,10,15
2715,ORD,BDL,ORDBDL,34,19
2716,ORD,BHM,ORDBHM,31,12
2717,ORD,BMI,ORDBMI,9,16
2718,ORD,BNA,ORDBNA,104,42
2719,ORD,BOI,ORDBOI,15,7
2720,ORD,BOS,ORDBOS,143,49
2721,ORD,BTV,ORDBTV,14,10
2722,ORD,BUF,ORDBUF,27,25
2723,ORD,BWI,ORDBWI,57,14
2724,ORD,BZN,ORDBZN,18,6
2725,ORD,CAK,ORDCAK,18,6
2726,ORD,CHA,ORDCHA,27,29
2727,ORD,CHS,ORDCHS,13,11
2728,ORD,CID,ORDCID,43,48
2729,ORD,CLE,ORDCLE,99,44
2730,ORD,CLT,ORDCLT,86,28
2731,ORD,CMH,ORDCMH,83,44
2732,ORD,CMI,ORDCMI,34,18
2733,ORD,COS,ORDCOS,18,8
2734,ORD,CVG,ORDCVG,121,59
2735,ORD,CWA,ORDCWA,12,11
2736,ORD,DAY,ORDDAY,21,19
2737,ORD,DBQ,ORDDBQ,16,14
2738,ORD,DCA,ORDDCA,151,69
2739,ORD,DEN,ORDDEN,121,20
2740,ORD,DFW,ORDDFW,153,42
2741,ORD,DSM,ORDDSM,72,45
2742,ORD,DTW,ORDDTW,140,63
2743,ORD,EGE,ORDEGE,17,5
2744,ORD,ELP,ORDELP,14,5
2745,ORD,EVV,ORDEVV,12,10
2746,ORD,EWR,ORDEWR,120,23
2747,ORD,FAR,ORDFAR,24,19
2748,ORD,FCA,ORDFCA,1,1
2749,ORD,FLL,ORDFLL,52,15
2750,ORD,FNT,ORDFNT,32,19
2751,ORD,FSD,ORDFSD,36,30
2752,ORD,FWA,ORDFWA,61,23
2753,ORD,GEG,ORDGEG,8,5
2754,ORD,GRB,ORDGRB,36,24
2755,ORD,GRR,ORDGRR,61,37
2756,ORD,GSO,ORDGSO,21,18
2757,ORD,GSP,ORDGSP,21,17
2758,ORD,HDN,ORDHDN,12,5
2759,ORD,HNL,ORDHNL,10,0
2760,ORD,HPN,ORDHPN,26,11
2761,ORD,HSV,ORDHSV,16,9
2762,ORD,IAD,ORDIAD,27,2
2763,ORD,IAH,ORDIAH,82,24
2764,ORD,ICT,ORDICT,35,26
2765,ORD,IND,ORDIND,107,80
2766,ORD,JAC,ORDJAC,23,4
2767,ORD,JAN,ORDJAN,3,0
2768,ORD,JAX,ORDJAX,30,19
2769,ORD,JFK,ORDJFK,79,19
2770,ORD,LAN,ORDLAN,9,10
2771,ORD,LAS,ORDLAS,98,19
2772,ORD,LAX,ORDLAX,179,23
2773,ORD,LEX,ORDLEX,54,37
2774,ORD,LGA,ORDLGA,411,111
2775,ORD,LIT,ORDLIT,28,15
2776,ORD,LSE,ORDLSE,10,13
2777,ORD,MBS,ORDMBS,22,15
2778,ORD,MCI,ORDMCI,65,32
2779,ORD,MCO,ORDMCO,106,24
2780,ORD,MDT,ORDMDT,44,23
2781,ORD,MEM,ORDMEM,41,20
2782,ORD,MIA,ORDMIA,97,25
2783,ORD,MKE,ORDMKE,50,29
2784,ORD,MLI,ORDMLI,26,22
2785,ORD,MQT,ORDMQT,9,3
2786,ORD,MSN,ORDMSN,44,27
2787,ORD,MSP,ORDMSP,156,58
2788,ORD,MSY,ORDMSY,52,15
2789,ORD,MTJ,ORDMTJ,4,0
2790,ORD,OGG,ORDOGG,6,0
2791,ORD,OKC,ORDOKC,62,34
2792,ORD,OMA,ORDOMA,57,33
2793,ORD,ORF,ORDORF,42,21
2794,ORD,PBI,ORDPBI,21,6
2795,ORD,PDX,ORDPDX,35,6
2796,ORD,PHL,ORDPHL,88,26
2797,ORD,PHX,ORDPHX,125,24
2798,ORD,PIA,ORDPIA,18,19
2799,ORD,PIT,ORDPIT,66,33
2800,ORD,PNS,ORDPNS,13,5
2801,ORD,PSP,ORDPSP,30,9
2802,ORD,PVD,ORDPVD,22,11
2803,ORD,PWM,ORDPWM,2,0
2804,ORD,RAP,ORDRAP,2,0
2805,ORD,RDU,ORDRDU,36,15
2806,ORD,RIC,ORDRIC,46,33
2807,ORD,ROC,ORDROC,27,28
2808,ORD,RST,ORDRST,43,34
2809,ORD,RSW,ORDRSW,51,21
2810,ORD,SAN,ORDSAN,61,14
2811,ORD,SAT,ORDSAT,37,14
2812,ORD,SAV,ORDSAV,13,13
2813,ORD,SBN,ORDSBN,49,32
2814,ORD,SDF,ORDSDF,55,14
2815,ORD,SEA,ORDSEA,86,17
2816,ORD,SFO,ORDSFO,177,22
2817,ORD,SGF,ORDSGF,20,13
2818,ORD,SJC,ORDSJC,17,6
2819,ORD,SJU,ORDSJU,12,0
2820,ORD,SLC,ORDSLC,89,17
2821,ORD,SMF,ORDSMF,23,4
2822,ORD,SNA,ORDSNA,39,11
2823,ORD,SPI,ORDSPI,19,14
2824,ORD,STL,ORDSTL,53,27
2825,ORD,STT,ORDSTT,0,0
2826,ORD,SYR,ORDSYR,39,35
2827,ORD,TOL,ORDTOL,10,16
2828,ORD,TPA,ORDTPA,63,21
2829,ORD,TUL,ORDTUL,35,19
2830,ORD,TUS,ORDTUS,23,9
2831,ORD,TVC,ORDTVC,40,13
2832,ORD,TYS,ORDTYS,30,16
2833,ORD,XNA,ORDXNA,27,19
2834,ORF,ATL,ORFATL,8,1
2835,ORF,BOS,ORFBOS,0,0
2836,ORF,BWI,ORFBWI,11,4
2837,ORF,CLT,ORFCLT,24,1
2838,ORF,DFW,ORFDFW,9,0
2839,ORF,DTW,ORFDTW,5,1
2840,ORF,EWR,ORFEWR,30,1
2841,ORF,IAD,ORFIAD,13,3
2842,ORF,IAH,ORFIAH,7,0
2843,ORF,JFK,ORFJFK,27,4
2844,ORF,LAS,ORFLAS,1,0
2845,ORF,MCO,ORFMCO,8,0
2846,ORF,MDW,ORFMDW,7,3
2847,ORF,MIA,ORFMIA,8,0
2848,ORF,ORD,ORFORD,42,21
2849,ORF,TPA,ORFTPA,1,0
2850,OTH,SFO,OTHSFO,6,6
2851,OTZ,ANC,OTZANC,2,0
2852,OTZ,OME,OTZOME,4,0
2853,PBI,ATL,PBIATL,21,0
2854,PBI,BDL,PBIBDL,4,2
2855,PBI,BOS,PBIBOS,80,16
2856,PBI,BWI,PBIBWI,16,4
2857,PBI,CLE,PBICLE,8,0
2858,PBI,CLT,PBICLT,32,0
2859,PBI,CMH,PBICMH,4,0
2860,PBI,DCA,PBIDCA,21,2
2861,PBI,DFW,PBIDFW,10,1
2862,PBI,DTW,PBIDTW,10,1
2863,PBI,EWR,PBIEWR,121,7
2864,PBI,HPN,PBIHPN,37,5
2865,PBI,IAH,PBIIAH,0,0
2866,PBI,ISP,PBIISP,29,1
2867,PBI,JFK,PBIJFK,45,3
2868,PBI,LGA,PBILGA,88,2
2869,PBI,ORD,PBIORD,16,7
2870,PBI,PHL,PBIPHL,14,1
2871,PBI,PIT,PBIPIT,5,0
2872,PDX,ANC,PDXANC,3,0
2873,PDX,ATL,PDXATL,5,0
2874,PDX,BOI,PDXBOI,7,0
2875,PDX,BOS,PDXBOS,3,1
2876,PDX,BUR,PDXBUR,7,0
2877,PDX,CLT,PDXCLT,2,0
2878,PDX,DEN,PDXDEN,33,1
2879,PDX,DFW,PDXDFW,11,0
2880,PDX,DTW,PDXDTW,3,1
2881,PDX,EWR,PDXEWR,9,0
2882,PDX,HNL,PDXHNL,14,0
2883,PDX,IAD,PDXIAD,1,0
2884,PDX,IAH,PDXIAH,5,0
2885,PDX,JFK,PDXJFK,8,1
2886,PDX,LAS,PDXLAS,26,4
2887,PDX,LAX,PDXLAX,47,6
2888,PDX,LGB,PDXLGB,3,0
2889,PDX,MCI,PDXMCI,3,0
2890,PDX,MCO,PDXMCO,1,0
2891,PDX,MDW,PDXMDW,3,2
2892,PDX,MSP,PDXMSP,10,0
2893,PDX,OAK,PDXOAK,16,0
2894,PDX,OGG,PDXOGG,13,0
2895,PDX,ONT,PDXONT,2,0
2896,PDX,ORD,PDXORD,17,6
2897,PDX,PHX,PDXPHX,24,1
2898,PDX,PSP,PDXPSP,4,0
2899,PDX,RNO,PDXRNO,0,0
2900,PDX,SAN,PDXSAN,21,0
2901,PDX,SEA,PDXSEA,11,2
2902,PDX,SFO,PDXSFO,105,22
2903,PDX,SJC,PDXSJC,37,7
2904,PDX,SLC,PDXSLC,19,0
2905,PDX,SMF,PDXSMF,14,1
2906,PDX,SNA,PDXSNA,5,0
2907,PHF,ATL,PHFATL,4,0
2908,PHL,ATL,PHLATL,43,2
2909,PHL,AUS,PHLAUS,8,1
2910,PHL,BDL,PHLBDL,8,4
2911,PHL,BNA,PHLBNA,17,2
2912,PHL,BOS,PHLBOS,99,42
2913,PHL,BUF,PHLBUF,3,5
2914,PHL,CLE,PHLCLE,8,3
2915,PHL,CLT,PHLCLT,23,2
2916,PHL,CMH,PHLCMH,11,1
2917,PHL,CVG,PHLCVG,32,0
2918,PHL,DCA,PHLDCA,13,3
2919,PHL,DEN,PHLDEN,28,0
2920,PHL,DFW,PHLDFW,36,3
2921,PHL,DTW,PHLDTW,20,5
2922,PHL,FLL,PHLFLL,29,3
2923,PHL,GRR,PHLGRR,0,0
2924,PHL,HOU,PHLHOU,0,0
2925,PHL,IAD,PHLIAD,3,0
2926,PHL,IAH,PHLIAH,20,0
2927,PHL,IND,PHLIND,7,5
2928,PHL,JAX,PHLJAX,15,0
2929,PHL,LAS,PHLLAS,15,0
2930,PHL,LAX,PHLLAX,30,0
2931,PHL,LGA,PHLLGA,14,3
2932,PHL,MCO,PHLMCO,59,1
2933,PHL,MDW,PHLMDW,11,27
2934,PHL,MEM,PHLMEM,7,0
2935,PHL,MHT,PHLMHT,5,0
2936,PHL,MIA,PHLMIA,33,0
2937,PHL,MSP,PHLMSP,16,2
2938,PHL,MSY,PHLMSY,6,0
2939,PHL,ORD,PHLORD,53,23
2940,PHL,ORF,PHLORF,17,0
2941,PHL,PBI,PHLPBI,13,0
2942,PHL,PHX,PHLPHX,22,0
2943,PHL,PIT,PHLPIT,15,0
2944,PHL,PVD,PHLPVD,7,1
2945,PHL,RDU,PHLRDU,30,1
2946,PHL,RSW,PHLRSW,16,1
2947,PHL,SAN,PHLSAN,3,0
2948,PHL,SAT,PHLSAT,6,0
2949,PHL,SDF,PHLSDF,6,0
2950,PHL,SEA,PHLSEA,0,1
2951,PHL,SFO,PHLSFO,43,2
2952,PHL,SJU,PHLSJU,20,0
2953,PHL,SLC,PHLSLC,10,0
2954,PHL,STL,PHLSTL,18,5
2955,PHL,STT,PHLSTT,1,0
2956,PHL,TPA,PHLTPA,34,0
2957,PHX,ABQ,PHXABQ,40,0
2958,PHX,ANC,PHXANC,1,0
2959,PHX,ASE,PHXASE,3,2
2960,PHX,ATL,PHXATL,28,0
2961,PHX,AUS,PHXAUS,34,0
2962,PHX,BFL,PHXBFL,14,0
2963,PHX,BNA,PHXBNA,13,0
2964,PHX,BOI,PHXBOI,8,0
2965,PHX,BOS,PHXBOS,19,6
2966,PHX,BUF,PHXBUF,2,2
2967,PHX,BUR,PHXBUR,52,3
2968,PHX,BWI,PHXBWI,12,1
2969,PHX,CLE,PHXCLE,7,4
2970,PHX,CLT,PHXCLT,25,3
2971,PHX,CMH,PHXCMH,7,0
2972,PHX,COS,PHXCOS,3,0
2973,PHX,CVG,PHXCVG,8,0
2974,PHX,DCA,PHXDCA,14,2
2975,PHX,DEN,PHXDEN,83,2
2976,PHX,DFW,PHXDFW,57,1
2977,PHX,DRO,PHXDRO,9,1
2978,PHX,DSM,PHXDSM,10,0
2979,PHX,DTW,PHXDTW,21,2
2980,PHX,ELP,PHXELP,34,1
2981,PHX,EUG,PHXEUG,5,0
2982,PHX,EWR,PHXEWR,75,0
2983,PHX,FAT,PHXFAT,26,0
2984,PHX,FLG,PHXFLG,11,3
2985,PHX,FLL,PHXFLL,9,0
2986,PHX,GEG,PHXGEG,12,0
2987,PHX,GJT,PHXGJT,8,0
2988,PHX,HNL,PHXHNL,11,0
2989,PHX,HOU,PHXHOU,28,1
2990,PHX,IAD,PHXIAD,1,0
2991,PHX,IAH,PHXIAH,20,0
2992,PHX,ICT,PHXICT,3,0
2993,PHX,IND,PHXIND,13,5
2994,PHX,JFK,PHXJFK,25,3
2995,PHX,KOA,PHXKOA,4,0
2996,PHX,LAS,PHXLAS,65,4
2997,PHX,LAX,PHXLAX,79,8
2998,PHX,LGB,PHXLGB,12,2
2999,PHX,LIH,PHXLIH,6,0
3000,PHX,LIT,PHXLIT,3,0
3001,PHX,MCI,PHXMCI,24,2
3002,PHX,MCO,PHXMCO,22,0
3003,PHX,MDW,PHXMDW,34,19
3004,PHX,MEM,PHXMEM,16,0
3005,PHX,MFR,PHXMFR,10,0
3006,PHX,MIA,PHXMIA,12,1
3007,PHX,MKE,PHXMKE,18,6
3008,PHX,MRY,PHXMRY,19,2
3009,PHX,MSP,PHXMSP,45,6
3010,PHX,MSY,PHXMSY,6,0
3011,PHX,OAK,PHXOAK,37,1
3012,PHX,OGG,PHXOGG,3,0
3013,PHX,OKC,PHXOKC,12,1
3014,PHX,OMA,PHXOMA,26,5
3015,PHX,ONT,PHXONT,54,4
3016,PHX,ORD,PHXORD,85,29
3017,PHX,PDX,PHXPDX,44,1
3018,PHX,PHL,PHXPHL,19,0
